provider,decile,cumulative_percentage,group,location_no,location_yes
The University of Bradford,0,0,required,1,0
The University of Bradford,1,5,required,1,0
The University of Bradford,2,11,required,1,0
The University of Bradford,3,19,required,1,0
The University of Bradford,4,28,required,1,0
The University of Bradford,5,38,required,1,0
The University of Bradford,6,49,required,1,0
The University of Bradford,7,60,required,1,0
The University of Bradford,8,72,required,1,0
The University of Bradford,9,85,required,1,0
The University of Bradford,10,100,required,1,0
The University of Bradford,0,0,required,0,1
The University of Bradford,1,7,required,0,1
The University of Bradford,2,14,required,0,1
The University of Bradford,3,23,required,0,1
The University of Bradford,4,36,required,0,1
The University of Bradford,5,46,required,0,1
The University of Bradford,6,55,required,0,1
The University of Bradford,7,65,required,0,1
The University of Bradford,8,76,required,0,1
The University of Bradford,9,88,required,0,1
The University of Bradford,10,100,required,0,1
The University of York,0,0,required,1,0
The University of York,1,4,required,1,0
The University of York,2,9,required,1,0
The University of York,3,16,required,1,0
The University of York,4,24,required,1,0
The University of York,5,33,required,1,0
The University of York,6,43,required,1,0
The University of York,7,54,required,1,0
The University of York,8,66,required,1,0
The University of York,9,80,required,1,0
The University of York,10,100,required,1,0
The University of York,0,0,required,0,1
The University of York,1,4,required,0,1
The University of York,2,9,required,0,1
The University of York,3,15,required,0,1
The University of York,4,23,required,0,1
The University of York,5,32,required,0,1
The University of York,6,42,required,0,1
The University of York,7,53,required,0,1
The University of York,8,66,required,0,1
The University of York,9,83,required,0,1
The University of York,10,100,required,0,1
The University of Greenwich,0,0,required,1,0
The University of Greenwich,1,5,required,1,0
The University of Greenwich,2,11,required,1,0
The University of Greenwich,3,19,required,1,0
The University of Greenwich,4,28,required,1,0
The University of Greenwich,5,38,required,1,0
The University of Greenwich,6,49,required,1,0
The University of Greenwich,7,60,required,1,0
The University of Greenwich,8,72,required,1,0
The University of Greenwich,9,85,required,1,0
The University of Greenwich,10,100,required,1,0
The University of Greenwich,0,0,required,0,1
The University of Greenwich,1,10,required,0,1
The University of Greenwich,2,21,required,0,1
The University of Greenwich,3,33,required,0,1
The University of Greenwich,4,46,required,0,1
The University of Greenwich,5,56,required,0,1
The University of Greenwich,6,64,required,0,1
The University of Greenwich,7,71,required,0,1
The University of Greenwich,8,78,required,0,1
The University of Greenwich,9,85,required,0,1
The University of Greenwich,10,100,required,0,1
The University of Cambridge,0,0,required,1,0
The University of Cambridge,1,2,required,1,0
The University of Cambridge,2,5,required,1,0
The University of Cambridge,3,9,required,1,0
The University of Cambridge,4,15,required,1,0
The University of Cambridge,5,23,required,1,0
The University of Cambridge,6,32,required,1,0
The University of Cambridge,7,43,required,1,0
The University of Cambridge,8,56,required,1,0
The University of Cambridge,9,72,required,1,0
The University of Cambridge,10,100,required,1,0
The University of Cambridge,0,0,required,0,1
The University of Cambridge,1,2,required,0,1
The University of Cambridge,2,4,required,0,1
The University of Cambridge,3,7,required,0,1
The University of Cambridge,4,12,required,0,1
The University of Cambridge,5,18,required,0,1
The University of Cambridge,6,26,required,0,1
The University of Cambridge,7,35,required,0,1
The University of Cambridge,8,46,required,0,1
The University of Cambridge,9,59,required,0,1
The University of Cambridge,10,100,required,0,1
Leeds Trinity University,0,0,required,1,0
Leeds Trinity University,1,5,required,1,0
Leeds Trinity University,2,11,required,1,0
Leeds Trinity University,3,19,required,1,0
Leeds Trinity University,4,28,required,1,0
Leeds Trinity University,5,38,required,1,0
Leeds Trinity University,6,49,required,1,0
Leeds Trinity University,7,60,required,1,0
Leeds Trinity University,8,72,required,1,0
Leeds Trinity University,9,85,required,1,0
Leeds Trinity University,10,100,required,1,0
Leeds Trinity University,0,0,required,0,1
Leeds Trinity University,1,6,required,0,1
Leeds Trinity University,2,12,required,0,1
Leeds Trinity University,3,20,required,0,1
Leeds Trinity University,4,30,required,0,1
Leeds Trinity University,5,39,required,0,1
Leeds Trinity University,6,49,required,0,1
Leeds Trinity University,7,59,required,0,1
Leeds Trinity University,8,71,required,0,1
Leeds Trinity University,9,86,required,0,1
Leeds Trinity University,10,100,required,0,1
The University of Sheffield,0,0,required,1,0
The University of Sheffield,1,4,required,1,0
The University of Sheffield,2,9,required,1,0
The University of Sheffield,3,16,required,1,0
The University of Sheffield,4,24,required,1,0
The University of Sheffield,5,33,required,1,0
The University of Sheffield,6,43,required,1,0
The University of Sheffield,7,54,required,1,0
The University of Sheffield,8,66,required,1,0
The University of Sheffield,9,80,required,1,0
The University of Sheffield,10,100,required,1,0
The University of Sheffield,0,0,required,0,1
The University of Sheffield,1,5,required,0,1
The University of Sheffield,2,10,required,0,1
The University of Sheffield,3,16,required,0,1
The University of Sheffield,4,25,required,0,1
The University of Sheffield,5,33,required,0,1
The University of Sheffield,6,42,required,0,1
The University of Sheffield,7,53,required,0,1
The University of Sheffield,8,66,required,0,1
The University of Sheffield,9,80,required,0,1
The University of Sheffield,10,100,required,0,1
Queen Mary University of London,0,0,required,1,0
Queen Mary University of London,1,4,required,1,0
Queen Mary University of London,2,9,required,1,0
Queen Mary University of London,3,16,required,1,0
Queen Mary University of London,4,25,required,1,0
Queen Mary University of London,5,34,required,1,0
Queen Mary University of London,6,44,required,1,0
Queen Mary University of London,7,55,required,1,0
Queen Mary University of London,8,67,required,1,0
Queen Mary University of London,9,81,required,1,0
Queen Mary University of London,10,100,required,1,0
Queen Mary University of London,0,0,required,0,1
Queen Mary University of London,1,12,required,0,1
Queen Mary University of London,2,23,required,0,1
Queen Mary University of London,3,37,required,0,1
Queen Mary University of London,4,49,required,0,1
Queen Mary University of London,5,57,required,0,1
Queen Mary University of London,6,64,required,0,1
Queen Mary University of London,7,71,required,0,1
Queen Mary University of London,8,77,required,0,1
Queen Mary University of London,9,84,required,0,1
Queen Mary University of London,10,100,required,0,1
Norwich University of the Arts,0,0,required,1,0
Norwich University of the Arts,1,5,required,1,0
Norwich University of the Arts,2,11,required,1,0
Norwich University of the Arts,3,18,required,1,0
Norwich University of the Arts,4,27,required,1,0
Norwich University of the Arts,5,37,required,1,0
Norwich University of the Arts,6,48,required,1,0
Norwich University of the Arts,7,59,required,1,0
Norwich University of the Arts,8,71,required,1,0
Norwich University of the Arts,9,84,required,1,0
Norwich University of the Arts,10,100,required,1,0
Norwich University of the Arts,0,0,required,0,1
Norwich University of the Arts,1,4,required,0,1
Norwich University of the Arts,2,9,required,0,1
Norwich University of the Arts,3,16,required,0,1
Norwich University of the Arts,4,25,required,0,1
Norwich University of the Arts,5,34,required,0,1
Norwich University of the Arts,6,45,required,0,1
Norwich University of the Arts,7,57,required,0,1
Norwich University of the Arts,8,68,required,0,1
Norwich University of the Arts,9,80,required,0,1
Norwich University of the Arts,10,100,required,0,1
Loughborough University,0,0,required,1,0
Loughborough University,1,4,required,1,0
Loughborough University,2,9,required,1,0
Loughborough University,3,16,required,1,0
Loughborough University,4,25,required,1,0
Loughborough University,5,34,required,1,0
Loughborough University,6,44,required,1,0
Loughborough University,7,55,required,1,0
Loughborough University,8,67,required,1,0
Loughborough University,9,81,required,1,0
Loughborough University,10,100,required,1,0
Loughborough University,0,0,required,0,1
Loughborough University,1,4,required,0,1
Loughborough University,2,9,required,0,1
Loughborough University,3,15,required,0,1
Loughborough University,4,23,required,0,1
Loughborough University,5,31,required,0,1
Loughborough University,6,41,required,0,1
Loughborough University,7,52,required,0,1
Loughborough University,8,64,required,0,1
Loughborough University,9,79,required,0,1
Loughborough University,10,100,required,0,1
Ravensbourne University London,0,0,required,1,0
Ravensbourne University London,1,5,required,1,0
Ravensbourne University London,2,11,required,1,0
Ravensbourne University London,3,19,required,1,0
Ravensbourne University London,4,28,required,1,0
Ravensbourne University London,5,38,required,1,0
Ravensbourne University London,6,49,required,1,0
Ravensbourne University London,7,60,required,1,0
Ravensbourne University London,8,72,required,1,0
Ravensbourne University London,9,85,required,1,0
Ravensbourne University London,10,100,required,1,0
Ravensbourne University London,0,0,required,0,1
Ravensbourne University London,1,11,required,0,1
Ravensbourne University London,2,22,required,0,1
Ravensbourne University London,3,35,required,0,1
Ravensbourne University London,4,48,required,0,1
Ravensbourne University London,5,57,required,0,1
Ravensbourne University London,6,64,required,0,1
Ravensbourne University London,7,71,required,0,1
Ravensbourne University London,8,78,required,0,1
Ravensbourne University London,9,85,required,0,1
Ravensbourne University London,10,100,required,0,1
"St George's, University of London",0,0,required,1,0
"St George's, University of London",1,5,required,1,0
"St George's, University of London",2,10,required,1,0
"St George's, University of London",3,17,required,1,0
"St George's, University of London",4,26,required,1,0
"St George's, University of London",5,35,required,1,0
"St George's, University of London",6,45,required,1,0
