"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","unemployment","unemployment",,,"2014-2025",3.834,2.399,5.913,502,"Average","3-year moving average","2014 to 2016"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","unemployment","unemployment",,,"2014-2025",3.617,2.312,5.574,522,"Average","3-year moving average","2015 to 2017"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","unemployment","unemployment",,,"2014-2025",3.668,2.403,5.672,505,"Average","3-year moving average","2016 to 2018"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","unemployment","unemployment",,,"2014-2025",3.279,2.021,4.994,525,"Average","3-year moving average","2017 to 2019"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","unemployment","unemployment",,,"2014-2025",4.119,2.816,6.084,482,"Average","3-year moving average","2018 to 2020"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","unemployment","unemployment",,,"2014-2025",3.906,2.581,5.671,500,"Average","3-year moving average","2019 to 2021"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","unemployment","unemployment",,,"2014-2025",4.075,2.824,6.016,452,"Average","3-year moving average","2020 to 2022"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","unemployment","unemployment",,,"2014-2025",3.005,1.842,4.669,386,"Average","3-year moving average","2021 to 2023"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","unemployment","unemployment",,,"2014-2025",2.616,1.548,4.29,320,"Average","3-year moving average","2022 to 2024"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher professional","unemployment","unemployment",,,"2014-2025",2.647,1.597,4.287,363,"Average","3-year moving average","2023 to 2025"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Lower professional","unemployment","unemployment",,,"2014-2025",4.075,2.736,6.005,617,"Average","3-year moving average","2014 to 2016"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Lower professional","unemployment","unemployment",,,"2014-2025",4.24,2.898,6.17,615,"Average","3-year moving average","2015 to 2017"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Lower professional","unemployment","unemployment",,,"2014-2025",3.211,2.078,4.916,611,"Average","3-year moving average","2016 to 2018"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Lower professional","unemployment","unemployment",,,"2014-2025",2.914,1.881,4.55,618,"Average","3-year moving average","2017 to 2019"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Lower professional","unemployment","unemployment",,,"2014-2025",3.498,2.328,5.123,569,"Average","3-year moving average","2018 to 2020"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Lower professional","unemployment","unemployment",,,"2014-2025",4.475,3.132,6.266,554,"Average","3-year moving average","2019 to 2021"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Lower professional","unemployment","unemployment",,,"2014-2025",4.117,2.879,5.9,497,"Average","3-year moving average","2020 to 2022"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Lower professional","unemployment","unemployment",,,"2014-2025",3.586,2.418,5.402,412,"Average","3-year moving average","2021 to 2023"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Lower professional","unemployment","unemployment",,,"2014-2025",3.474,2.3,5.231,357,"Average","3-year moving average","2022 to 2024"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Lower professional","unemployment","unemployment",,,"2014-2025",4.195,2.925,6.066,394,"Average","3-year moving average","2023 to 2025"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Intermediate","unemployment","unemployment",,,"2014-2025",6.012,4.446,7.939,772,"Average","3-year moving average","2014 to 2016"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Intermediate","unemployment","unemployment",,,"2014-2025",5.367,3.909,7.245,735,"Average","3-year moving average","2015 to 2017"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Intermediate","unemployment","unemployment",,,"2014-2025",4.797,3.368,6.593,677,"Average","3-year moving average","2016 to 2018"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Intermediate","unemployment","unemployment",,,"2014-2025",3.957,2.731,5.67,673,"Average","3-year moving average","2017 to 2019"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Intermediate","unemployment","unemployment",,,"2014-2025",4.307,2.975,6.093,575,"Average","3-year moving average","2018 to 2020"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Intermediate","unemployment","unemployment",,,"2014-2025",4.195,2.899,5.939,577,"Average","3-year moving average","2019 to 2021"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Intermediate","unemployment","unemployment",,,"2014-2025",4.218,2.888,5.991,491,"Average","3-year moving average","2020 to 2022"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Intermediate","unemployment","unemployment",,,"2014-2025",2.869,1.798,4.451,437,"Average","3-year moving average","2021 to 2023"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Intermediate","unemployment","unemployment",,,"2014-2025",3.199,2.039,4.825,378,"Average","3-year moving average","2022 to 2024"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Intermediate","unemployment","unemployment",,,"2014-2025",4.656,3.228,6.455,411,"Average","3-year moving average","2023 to 2025"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher working","unemployment","unemployment",,,"2014-2025",5.726,4.076,7.875,639,"Average","3-year moving average","2014 to 2016"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher working","unemployment","unemployment",,,"2014-2025",4.773,3.275,6.697,632,"Average","3-year moving average","2015 to 2017"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher working","unemployment","unemployment",,,"2014-2025",4.789,3.331,6.81,603,"Average","3-year moving average","2016 to 2018"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher working","unemployment","unemployment",,,"2014-2025",4.041,2.626,5.961,547,"Average","3-year moving average","2017 to 2019"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher working","unemployment","unemployment",,,"2014-2025",4.287,2.876,6.408,465,"Average","3-year moving average","2018 to 2020"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher working","unemployment","unemployment",,,"2014-2025",4.087,2.636,6.212,407,"Average","3-year moving average","2019 to 2021"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher working","unemployment","unemployment",,,"2014-2025",4.282,2.793,6.573,336,"Average","3-year moving average","2020 to 2022"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher working","unemployment","unemployment",,,"2014-2025",4.199,2.653,6.525,276,"Average","3-year moving average","2021 to 2023"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher working","unemployment","unemployment",,,"2014-2025",4.427,2.85,6.845,239,"Average","3-year moving average","2022 to 2024"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher working","unemployment","unemployment",,,"2014-2025",5.874,4.014,8.492,256,"Average","3-year moving average","2023 to 2025"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Lower working","unemployment","unemployment",,,"2014-2025",9.062,6.871,11.677,606,"Average","3-year moving average","2014 to 2016"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Lower working","unemployment","unemployment",,,"2014-2025",7.766,5.859,10.338,590,"Average","3-year moving average","2015 to 2017"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Lower working","unemployment","unemployment",,,"2014-2025",7.022,5.084,9.449,544,"Average","3-year moving average","2016 to 2018"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Lower working","unemployment","unemployment",,,"2014-2025",6.416,4.538,8.75,520,"Average","3-year moving average","2017 to 2019"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Lower working","unemployment","unemployment",,,"2014-2025",7.197,5.178,9.777,427,"Average","3-year moving average","2018 to 2020"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Lower working","unemployment","unemployment",,,"2014-2025",6.797,4.922,9.473,401,"Average","3-year moving average","2019 to 2021"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Lower working","unemployment","unemployment",,,"2014-2025",7.403,5.374,10.227,335,"Average","3-year moving average","2020 to 2022"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Lower working","unemployment","unemployment",,,"2014-2025",5.84,4.018,8.387,292,"Average","3-year moving average","2021 to 2023"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Lower working","unemployment","unemployment",,,"2014-2025",5.748,4.01,8.37,248,"Average","3-year moving average","2022 to 2024"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Lower working","unemployment","unemployment",,,"2014-2025",6.267,4.456,8.855,273,"Average","3-year moving average","2023 to 2025"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Total","unemployment","unemployment",,,"2014-2025",5.77,4.994,6.656,3136,"Average","3-year moving average","2014 to 2016"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Total","unemployment","unemployment",,,"2014-2025",5.151,4.428,5.977,3093,"Average","3-year moving average","2015 to 2017"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Total","unemployment","unemployment",,,"2014-2025",4.649,3.953,5.437,2942,"Average","3-year moving average","2016 to 2018"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Total","unemployment","unemployment",,,"2014-2025",4.043,3.406,4.792,2883,"Average","3-year moving average","2017 to 2019"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Total","unemployment","unemployment",,,"2014-2025",4.553,3.872,5.344,2518,"Average","3-year moving average","2018 to 2020"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Total","unemployment","unemployment",,,"2014-2025",4.604,3.909,5.389,2440,"Average","3-year moving average","2019 to 2021"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Total","unemployment","unemployment",,,"2014-2025",4.676,3.974,5.484,2111,"Average","3-year moving average","2020 to 2022"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Total","unemployment","unemployment",,,"2014-2025",3.764,3.124,4.523,1802,"Average","3-year moving average","2021 to 2023"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Total","unemployment","unemployment",,,"2014-2025",3.764,3.132,4.542,1543,"Average","3-year moving average","2022 to 2024"
"in32","Unemployment","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Total","unemployment","unemployment",,,"2014-2025",4.592,3.894,5.411,1697,"Average","3-year moving average","2023 to 2025"
