ind_code,ind_name,area_type,area_code,area_name,time_period,seb,age,sex,category_type,category,category_type2,category2,value,sample_size,lci,uci,se,unit,value_note
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,International Average (OECD),2010,Total,19,Total,NA,NA,NA,NA,61.489,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,International Average (OECD),2011,Total,19,Total,NA,NA,NA,NA,62.266,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,International Average (OECD),2012,Total,19,Total,NA,NA,NA,NA,61.657,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,International Average (OECD),2013,Total,19,Total,NA,NA,NA,NA,61.606,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,International Average (OECD),2014,Total,19,Total,NA,NA,NA,NA,62.005,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,International Average (OECD),2015,Total,19,Total,NA,NA,NA,NA,62.267,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,International Average (OECD),2016,Total,19,Total,NA,NA,NA,NA,62.381,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,International Average (OECD),2017,Total,19,Total,NA,NA,NA,NA,62.481,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,International Average (OECD),2018,Total,19,Total,NA,NA,NA,NA,61.977,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,International Average (OECD),2019,Total,19,Total,NA,NA,NA,NA,61.619,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,International Average (OECD),2020,Total,19,Total,NA,NA,NA,NA,60.911,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,International Average (OECD),2021,Total,19,Total,NA,NA,NA,NA,61.808,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,United Kingdom,2010,Total,19,Total,NA,NA,NA,NA,48.229,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,United Kingdom,2011,Total,19,Total,NA,NA,NA,NA,50.195,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,United Kingdom,2012,Total,19,Total,NA,NA,NA,NA,52.964,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,United Kingdom,2013,Total,19,Total,NA,NA,NA,NA,58.581,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,United Kingdom,2014,Total,19,Total,NA,NA,NA,NA,56.55,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,United Kingdom,2015,Total,19,Total,NA,NA,NA,NA,57.563,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,United Kingdom,2016,Total,19,Total,NA,NA,NA,NA,60.898,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,United Kingdom,2017,Total,19,Total,NA,NA,NA,NA,62.71,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,United Kingdom,2018,Total,19,Total,NA,NA,NA,NA,61.726,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,United Kingdom,2019,Total,19,Total,NA,NA,NA,NA,62.376,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,United Kingdom,2020,Total,19,Total,NA,NA,NA,NA,63.194,NA,NA,NA,NA,Percentage,NA
DR23,Access to higher education: enrollment rate in secondary or tertiary education,NA,NA,United Kingdom,2021,Total,19,Total,NA,NA,NA,NA,62.334,NA,NA,NA,NA,Percentage,NA
