"Ind_code","Ind_name","Area_type","Area_code","Area_name","Time_period","SEB","Age","Sex","Category_type","Category","Value","Sample_size","LCI","UCI","SE","Unit","Value_note"
"IN13","Attainment at age 16","ITL2","TLC1","Tees Valley and Durham","2021-2022","FSM eligible","16","Total",NA,NA,25.4761039,NA,21.90050455,29.05170324,1.824285379,"Percentage",NA
"IN13","Attainment at age 16","ITL2","TLC2","Northumberland, and Tyne and Wear","2021-2022","FSM eligible","16","Total",NA,NA,23.78628377,NA,20.35704372,27.21552382,1.74961227,"Percentage",NA
"IN13","Attainment at age 16","ITL2","TLD4","Lancashire","2021-2022","FSM eligible","16","Total",NA,NA,24.05491803,NA,20.15622788,27.95360819,1.989127631,"Percentage",NA
"IN13","Attainment at age 16","ITL2","TLD3","Greater Manchester","2021-2022","FSM eligible","16","Total",NA,NA,28.89754516,NA,25.89071883,31.90437149,1.534095068,"Percentage",NA
"IN13","Attainment at age 16","ITL2","TLD6","Cheshire","2021-2022","FSM eligible","16","Total",NA,NA,21.874,NA,18.23823166,25.50976834,1.854983848,"Percentage",NA
"IN13","Attainment at age 16","ITL2","TLD1","Cumbria","2021-2022","FSM eligible","16","Total",NA,NA,22.9,NA,19.80044997,25.99955003,1.581403078,"Percentage",NA
"IN13","Attainment at age 16","ITL2","TLD7","Merseyside","2021-2022","FSM eligible","16","Total",NA,NA,22.38005019,NA,19.45440773,25.30569264,1.492674722,"Percentage",NA
"IN13","Attainment at age 16","ITL2","TLE3","South Yorkshire","2021-2022","FSM eligible","16","Total",NA,NA,24.93217438,NA,22.10673235,27.75761641,1.441552055,"Percentage",NA
"IN13","Attainment at age 16","ITL2","TLE4","West Yorkshire","2021-2022","FSM eligible","16","Total",NA,NA,27.41408176,NA,24.99957899,29.82858452,1.231889167,"Percentage",NA
"IN13","Attainment at age 16","ITL2","TLE1","East Yorkshire and Northern Lincolnshire","2021-2022","FSM eligible","16","Total",NA,NA,24.92936326,NA,21.18000031,28.67872621,1.912940282,"Percentage",NA
"IN13","Attainment at age 16","ITL2","TLE2","North Yorkshire","2021-2022","FSM eligible","16","Total",NA,NA,23.8,NA,17.95604381,29.64395619,2.981610303,"Percentage",NA
"IN13","Attainment at age 16","ITL2","TLF1","Derbyshire and Nottinghamshire","2021-2022","FSM eligible","16","Total",NA,NA,23.24662953,NA,20.39759164,26.09566741,1.453590759,"Percentage",NA
"IN13","Attainment at age 16","ITL2","TLF2","Leicestershire, Rutland and Northamptonshire","2021-2022","FSM eligible","16","Total",NA,NA,26.37230246,NA,22.97401441,29.77059052,1.733820437,"Percentage",NA
"IN13","Attainment at age 16","ITL2","TLF3","Lincolnshire","2021-2022","FSM eligible","16","Total",NA,NA,24.5,NA,22.17627546,26.82372454,1.185573746,"Percentage",NA
"IN13","Attainment at age 16","ITL2","TLG3","West Midlands","2021-2022","FSM eligible","16","Total",NA,NA,31.75211387,NA,29.53462124,33.96960651,1.131373793,"Percentage",NA
"IN13","Attainment at age 16","ITL2","TLG1","Herefordshire, Worcestershire and Warwickshire","2021-2022","FSM eligible","16","Total",NA,NA,24.4,NA,18.65893251,30.14106749,2.929116066,"Percentage",NA
