"university_name","university_slug","group","decile","cumulative_percentage"
"St Mary's University, Twickenham","st-marys-university-twickenham","Enrolment",0,0
"St Mary's University, Twickenham","st-marys-university-twickenham","Enrolment",1,6
"St Mary's University, Twickenham","st-marys-university-twickenham","Enrolment",2,15
"St Mary's University, Twickenham","st-marys-university-twickenham","Enrolment",3,27
"St Mary's University, Twickenham","st-marys-university-twickenham","Enrolment",4,40
"St Mary's University, Twickenham","st-marys-university-twickenham","Enrolment",5,52
"St Mary's University, Twickenham","st-marys-university-twickenham","Enrolment",6,62
"St Mary's University, Twickenham","st-marys-university-twickenham","Enrolment",7,71
"St Mary's University, Twickenham","st-marys-university-twickenham","Enrolment",8,80
"St Mary's University, Twickenham","st-marys-university-twickenham","Enrolment",9,90
"St Mary's University, Twickenham","st-marys-university-twickenham","Enrolment",10,100
"St Mary's University, Twickenham","st-marys-university-twickenham","Equal",0,0
"St Mary's University, Twickenham","st-marys-university-twickenham","Equal",1,10
"St Mary's University, Twickenham","st-marys-university-twickenham","Equal",2,20
"St Mary's University, Twickenham","st-marys-university-twickenham","Equal",3,30
"St Mary's University, Twickenham","st-marys-university-twickenham","Equal",4,40
"St Mary's University, Twickenham","st-marys-university-twickenham","Equal",5,50
"St Mary's University, Twickenham","st-marys-university-twickenham","Equal",6,60
"St Mary's University, Twickenham","st-marys-university-twickenham","Equal",7,70
"St Mary's University, Twickenham","st-marys-university-twickenham","Equal",8,80
"St Mary's University, Twickenham","st-marys-university-twickenham","Equal",9,90
"St Mary's University, Twickenham","st-marys-university-twickenham","Equal",10,100
"St Mary's University, Twickenham","st-marys-university-twickenham","Required",0,0
"St Mary's University, Twickenham","st-marys-university-twickenham","Required",1,6
"St Mary's University, Twickenham","st-marys-university-twickenham","Required",2,13
"St Mary's University, Twickenham","st-marys-university-twickenham","Required",3,21
"St Mary's University, Twickenham","st-marys-university-twickenham","Required",4,32
"St Mary's University, Twickenham","st-marys-university-twickenham","Required",5,42
"St Mary's University, Twickenham","st-marys-university-twickenham","Required",6,51
"St Mary's University, Twickenham","st-marys-university-twickenham","Required",7,60
"St Mary's University, Twickenham","st-marys-university-twickenham","Required",8,69
"St Mary's University, Twickenham","st-marys-university-twickenham","Required",9,80
"St Mary's University, Twickenham","st-marys-university-twickenham","Required",10,100
