"university_name","university_slug","group","decile","cumulative_percentage"
"Goldsmiths College","goldsmiths-college","Enrolment",0,0
"Goldsmiths College","goldsmiths-college","Enrolment",1,15
"Goldsmiths College","goldsmiths-college","Enrolment",2,28
"Goldsmiths College","goldsmiths-college","Enrolment",3,42
"Goldsmiths College","goldsmiths-college","Enrolment",4,55
"Goldsmiths College","goldsmiths-college","Enrolment",5,63
"Goldsmiths College","goldsmiths-college","Enrolment",6,70
"Goldsmiths College","goldsmiths-college","Enrolment",7,76
"Goldsmiths College","goldsmiths-college","Enrolment",8,83
"Goldsmiths College","goldsmiths-college","Enrolment",9,89
"Goldsmiths College","goldsmiths-college","Enrolment",10,100
"Goldsmiths College","goldsmiths-college","Equal",0,0
"Goldsmiths College","goldsmiths-college","Equal",1,10
"Goldsmiths College","goldsmiths-college","Equal",2,20
"Goldsmiths College","goldsmiths-college","Equal",3,30
"Goldsmiths College","goldsmiths-college","Equal",4,40
"Goldsmiths College","goldsmiths-college","Equal",5,50
"Goldsmiths College","goldsmiths-college","Equal",6,60
"Goldsmiths College","goldsmiths-college","Equal",7,70
"Goldsmiths College","goldsmiths-college","Equal",8,80
"Goldsmiths College","goldsmiths-college","Equal",9,90
"Goldsmiths College","goldsmiths-college","Equal",10,100
"Goldsmiths College","goldsmiths-college","Required",0,0
"Goldsmiths College","goldsmiths-college","Required",1,5
"Goldsmiths College","goldsmiths-college","Required",2,11
"Goldsmiths College","goldsmiths-college","Required",3,18
"Goldsmiths College","goldsmiths-college","Required",4,27
"Goldsmiths College","goldsmiths-college","Required",5,37
"Goldsmiths College","goldsmiths-college","Required",6,48
"Goldsmiths College","goldsmiths-college","Required",7,59
"Goldsmiths College","goldsmiths-college","Required",8,71
"Goldsmiths College","goldsmiths-college","Required",9,84
"Goldsmiths College","goldsmiths-college","Required",10,100
