"Decile","Enrolment","Equal","Required (with location weighting)","Required (without location weighting)"
0,0,0,0,0
1,3,10,4,5
2,7,20,9,11
3,13,30,15,18
4,21,40,23,27
5,31,50,32,37
6,41,60,42,48
7,51,70,52,59
8,63,80,63,71
9,79,90,78,85
10,100,100,100,100
