"university_name","university_slug","group","decile","cumulative_percentage"
"The University of East London","the-university-of-east-london","Enrolment",0,0
"The University of East London","the-university-of-east-london","Enrolment",1,22
"The University of East London","the-university-of-east-london","Enrolment",2,38
"The University of East London","the-university-of-east-london","Enrolment",3,54
"The University of East London","the-university-of-east-london","Enrolment",4,69
"The University of East London","the-university-of-east-london","Enrolment",5,78
"The University of East London","the-university-of-east-london","Enrolment",6,83
"The University of East London","the-university-of-east-london","Enrolment",7,88
"The University of East London","the-university-of-east-london","Enrolment",8,92
"The University of East London","the-university-of-east-london","Enrolment",9,96
"The University of East London","the-university-of-east-london","Enrolment",10,100
"The University of East London","the-university-of-east-london","Equal",0,0
"The University of East London","the-university-of-east-london","Equal",1,10
"The University of East London","the-university-of-east-london","Equal",2,20
"The University of East London","the-university-of-east-london","Equal",3,30
"The University of East London","the-university-of-east-london","Equal",4,40
"The University of East London","the-university-of-east-london","Equal",5,50
"The University of East London","the-university-of-east-london","Equal",6,60
"The University of East London","the-university-of-east-london","Equal",7,70
"The University of East London","the-university-of-east-london","Equal",8,80
"The University of East London","the-university-of-east-london","Equal",9,90
"The University of East London","the-university-of-east-london","Equal",10,100
"The University of East London","the-university-of-east-london","Required",0,0
"The University of East London","the-university-of-east-london","Required",1,5
"The University of East London","the-university-of-east-london","Required",2,11
"The University of East London","the-university-of-east-london","Required",3,19
"The University of East London","the-university-of-east-london","Required",4,28
"The University of East London","the-university-of-east-london","Required",5,38
"The University of East London","the-university-of-east-london","Required",6,49
"The University of East London","the-university-of-east-london","Required",7,60
"The University of East London","the-university-of-east-london","Required",8,72
"The University of East London","the-university-of-east-london","Required",9,85
"The University of East London","the-university-of-east-london","Required",10,100
