"university_name","university_slug","group","decile","cumulative_percentage"
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Enrolment",0,0
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Enrolment",1,4
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Enrolment",2,9
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Enrolment",3,14
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Enrolment",4,24
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Enrolment",5,32
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Enrolment",6,42
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Enrolment",7,49
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Enrolment",8,56
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Enrolment",9,65
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Enrolment",10,100
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Equal",0,0
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Equal",1,10
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Equal",2,20
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Equal",3,30
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Equal",4,40
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Equal",5,50
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Equal",6,60
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Equal",7,70
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Equal",8,80
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Equal",9,90
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Equal",10,100
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Required",0,0
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Required",1,5
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Required",2,10
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Required",3,18
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Required",4,29
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Required",5,37
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Required",6,44
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Required",7,51
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Required",8,58
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Required",9,66
"London School of Economics and Political Science","london-school-of-economics-and-political-science","Required",10,100
