ind_code,ind_name,area_type,area_code,area_name,time_period,seb,age,sex,category_type,category,category_type2,category2,value,sample_size,lci,uci,se,unit,value_note
DR52,Business expenditure on research and development,National,NA,England,2007,Total,NA,Total,NA,NA,NA,NA,26697072496,NA,NA,NA,NA,British Pound,NA
DR52,Business expenditure on research and development,National,NA,England,2008,Total,NA,Total,NA,NA,NA,NA,21439128925,NA,NA,NA,NA,British Pound,NA
DR52,Business expenditure on research and development,National,NA,England,2009,Total,NA,Total,NA,NA,NA,NA,20826823473,NA,NA,NA,NA,British Pound,NA
DR52,Business expenditure on research and development,National,NA,England,2010,Total,NA,Total,NA,NA,NA,NA,20915802845,NA,NA,NA,NA,British Pound,NA
DR52,Business expenditure on research and development,National,NA,England,2011,Total,NA,Total,NA,NA,NA,NA,22841250624,NA,NA,NA,NA,British Pound,NA
DR52,Business expenditure on research and development,National,NA,England,2012,Total,NA,Total,NA,NA,NA,NA,23423225642,NA,NA,NA,NA,British Pound,NA
DR52,Business expenditure on research and development,National,NA,England,2013,Total,NA,Total,NA,NA,NA,NA,23576741853,NA,NA,NA,NA,British Pound,NA
DR52,Business expenditure on research and development,National,NA,England,2014,Total,NA,Total,NA,NA,NA,NA,27357516816,NA,NA,NA,NA,British Pound,NA
DR52,Business expenditure on research and development,National,NA,England,2015,Total,NA,Total,NA,NA,NA,NA,31709718364,NA,NA,NA,NA,British Pound,NA
DR52,Business expenditure on research and development,National,NA,England,2016,Total,NA,Total,NA,NA,NA,NA,29708107496,NA,NA,NA,NA,British Pound,NA
DR52,Business expenditure on research and development,National,NA,England,2017,Total,NA,Total,NA,NA,NA,NA,29036838489,NA,NA,NA,NA,British Pound,NA
DR52,Business expenditure on research and development,National,NA,England,2018,Total,NA,Total,NA,NA,NA,NA,28470583358,NA,NA,NA,NA,British Pound,NA
