"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note"
"in43","Income progression","seb","K02000001","country","United Kingdom","age",25,"seb","Lower working","sex","Women","year","2014 to 2016","2014 to 2025",14801.109,12646.743,16955.476,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",25,"seb","Higher working","sex","Women","year","2014 to 2016","2014 to 2025",15469.627,13435.322,17503.932,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",25,"seb","Intermediate","sex","Women","year","2014 to 2016","2014 to 2025",17466.637,15613.843,19319.431,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",25,"seb","Lower professional","sex","Women","year","2014 to 2016","2014 to 2025",20642.505,18652.714,22632.296,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",25,"seb","Higher professional","sex","Women","year","2014 to 2016","2014 to 2025",23507.323,21287.792,25726.855,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",26,"seb","Lower working","sex","Women","year","2014 to 2016","2014 to 2025",16044.663,14130.894,17958.431,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",26,"seb","Higher working","sex","Women","year","2014 to 2016","2014 to 2025",16814.695,15014.732,18614.659,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",26,"seb","Intermediate","sex","Women","year","2014 to 2016","2014 to 2025",18885.764,17258.62,20512.907,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",26,"seb","Lower professional","sex","Women","year","2014 to 2016","2014 to 2025",22193.25,20431.536,23954.963,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",26,"seb","Higher professional","sex","Women","year","2014 to 2016","2014 to 2025",25179.969,23201.137,27158.8,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",27,"seb","Lower working","sex","Women","year","2014 to 2016","2014 to 2025",17200.153,15493.72,18906.586,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",27,"seb","Higher working","sex","Women","year","2014 to 2016","2014 to 2025",18071.7,16471.507,19671.893,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",27,"seb","Intermediate","sex","Women","year","2014 to 2016","2014 to 2025",20216.827,18778.711,21654.942,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",27,"seb","Lower professional","sex","Women","year","2014 to 2016","2014 to 2025",23655.931,22087.149,25224.712,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",27,"seb","Higher professional","sex","Women","year","2014 to 2016","2014 to 2025",26764.551,24993.087,28536.014,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",28,"seb","Lower working","sex","Women","year","2014 to 2016","2014 to 2025",18267.579,16735.197,19799.96,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",28,"seb","Higher working","sex","Women","year","2014 to 2016","2014 to 2025",19240.641,17805.361,20675.921,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",28,"seb","Intermediate","sex","Women","year","2014 to 2016","2014 to 2025",21459.826,20173.989,22745.663,,"Predictive margins in pounds sterling",
