"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Lower working","profession","hp",NA,NA,"2014-2025",5.393,"3.919","7.264","786","Average","3-year moving average","seb","rweight","25-29","2014-2025","5%"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Higher working","profession","hp",NA,NA,"2014-2025",8.403,"6.566","10.728","750","Average","3-year moving average","seb","rweight","25-29","2014-2025","8%"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Intermediate","profession","hp",NA,NA,"2014-2025",9.676,"7.876","11.895","895","Average","3-year moving average","seb","rweight","25-29","2014-2025","10%"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Lower professional","profession","hp",NA,NA,"2014-2025",15.829,"13.268","18.760","691","Average","3-year moving average","seb","rweight","25-29","2014-2025","16%"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Higher professional","profession","hp",NA,NA,"2014-2025",20.342,"17.169","23.843","561","Average","3-year moving average","seb","rweight","25-29","2014-2025","20%"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Lower working","profession","hp",NA,NA,"2014-2025",5.064,"3.676","6.932","756","Average","3-year moving average","seb","rweight","25-29","2014-2025","5%"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Higher working","profession","hp",NA,NA,"2014-2025",9.14,"7.197","11.434","732","Average","3-year moving average","seb","rweight","25-29","2014-2025","9%"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Intermediate","profession","hp",NA,NA,"2014-2025",10.295,"8.401","12.551","842","Average","3-year moving average","seb","rweight","25-29","2014-2025","10%"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Lower professional","profession","hp",NA,NA,"2014-2025",16.707,"14.098","19.638","684","Average","3-year moving average","seb","rweight","25-29","2014-2025","17%"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Higher professional","profession","hp",NA,NA,"2014-2025",21.052,"18.037","24.504","579","Average","3-year moving average","seb","rweight","25-29","2014-2025","21%"
