"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Lower working","he_entry","he_entry",NA,NA,"2014-2025",16.291,"13.047","20.281","437","Average","3-year moving average","seb","rweight","18-20","2014-2025","16%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Higher working","he_entry","he_entry",NA,NA,"2014-2025",20.545,"16.835","24.907","416","Average","3-year moving average","seb","rweight","18-20","2014-2025","21%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Intermediate","he_entry","he_entry",NA,NA,"2014-2025",29.458,"25.249","34.056","442","Average","3-year moving average","seb","rweight","18-20","2014-2025","29%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Lower professional","he_entry","he_entry",NA,NA,"2014-2025",36.614,"32.190","41.396","453","Average","3-year moving average","seb","rweight","18-20","2014-2025","37%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Higher professional","he_entry","he_entry",NA,NA,"2014-2025",43.906,"38.783","49.304","370","Average","3-year moving average","seb","rweight","18-20","2014-2025","44%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Lower working","he_entry","he_entry",NA,NA,"2014-2025",18.317,"14.815","22.501","410","Average","3-year moving average","seb","rweight","18-20","2014-2025","18%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Higher working","he_entry","he_entry",NA,NA,"2014-2025",23.01,"19.198","27.625","403","Average","3-year moving average","seb","rweight","18-20","2014-2025","23%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Intermediate","he_entry","he_entry",NA,NA,"2014-2025",30.812,"26.379","35.486","412","Average","3-year moving average","seb","rweight","18-20","2014-2025","31%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Lower professional","he_entry","he_entry",NA,NA,"2014-2025",36.055,"31.536","40.772","431","Average","3-year moving average","seb","rweight","18-20","2014-2025","36%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Higher professional","he_entry","he_entry",NA,NA,"2014-2025",42.721,"37.526","47.735","383","Average","3-year moving average","seb","rweight","18-20","2014-2025","43%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2018","seb","Lower working","he_entry","he_entry",NA,NA,"2014-2025",19.721,"15.884","24.111","366","Average","3-year moving average","seb","rweight","18-20","2014-2025","20%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2018","seb","Higher working","he_entry","he_entry",NA,NA,"2014-2025",23.887,"19.766","28.452","373","Average","3-year moving average","seb","rweight","18-20","2014-2025","24%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2018","seb","Intermediate","he_entry","he_entry",NA,NA,"2014-2025",30.553,"26.135","35.476","376","Average","3-year moving average","seb","rweight","18-20","2014-2025","31%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2018","seb","Lower professional","he_entry","he_entry",NA,NA,"2014-2025",39.322,"34.481","44.157","390","Average","3-year moving average","seb","rweight","18-20","2014-2025","39%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2018","seb","Higher professional","he_entry","he_entry",NA,NA,"2014-2025",44.269,"39.344","49.602","367","Average","3-year moving average","seb","rweight","18-20","2014-2025","44%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2019","seb","Lower working","he_entry","he_entry",NA,NA,"2014-2025",20.09,"15.941","24.626","330","Average","3-year moving average","seb","rweight","18-20","2014-2025","20%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2019","seb","Higher working","he_entry","he_entry",NA,NA,"2014-2025",24.423,"20.134","29.067","353","Average","3-year moving average","seb","rweight","18-20","2014-2025","24%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2019","seb","Intermediate","he_entry","he_entry",NA,NA,"2014-2025",28.778,"24.460","33.698","368","Average","3-year moving average","seb","rweight","18-20","2014-2025","29%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2019","seb","Lower professional","he_entry","he_entry",NA,NA,"2014-2025",40.902,"36.222","46.042","378","Average","3-year moving average","seb","rweight","18-20","2014-2025","41%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2019","seb","Higher professional","he_entry","he_entry",NA,NA,"2014-2025",46.475,"41.284","51.591","360","Average","3-year moving average","seb","rweight","18-20","2014-2025","46%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2020","seb","Lower working","he_entry","he_entry",NA,NA,"2014-2025",19.502,"15.474","24.522","266","Average","3-year moving average","seb","rweight","18-20","2014-2025","20%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2020","seb","Higher working","he_entry","he_entry",NA,NA,"2014-2025",27.365,"22.948","32.390","302","Average","3-year moving average","seb","rweight","18-20","2014-2025","27%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2020","seb","Intermediate","he_entry","he_entry",NA,NA,"2014-2025",30.432,"25.899","35.551","313","Average","3-year moving average","seb","rweight","18-20","2014-2025","30%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2020","seb","Lower professional","he_entry","he_entry",NA,NA,"2014-2025",41.124,"36.256","45.953","351","Average","3-year moving average","seb","rweight","18-20","2014-2025","41%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2020","seb","Higher professional","he_entry","he_entry",NA,NA,"2014-2025",46.693,"41.792","51.772","347","Average","3-year moving average","seb","rweight","18-20","2014-2025","47%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2021","seb","Lower working","he_entry","he_entry",NA,NA,"2014-2025",18.877,"14.903","23.844","242","Average","3-year moving average","seb","rweight","18-20","2014-2025","19%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2021","seb","Higher working","he_entry","he_entry",NA,NA,"2014-2025",31.111,"26.310","36.560","258","Average","3-year moving average","seb","rweight","18-20","2014-2025","31%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2021","seb","Intermediate","he_entry","he_entry",NA,NA,"2014-2025",32.995,"28.058","38.049","300","Average","3-year moving average","seb","rweight","18-20","2014-2025","33%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2021","seb","Lower professional","he_entry","he_entry",NA,NA,"2014-2025",38.465,"33.796","43.344","361","Average","3-year moving average","seb","rweight","18-20","2014-2025","38%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2021","seb","Higher professional","he_entry","he_entry",NA,NA,"2014-2025",48.624,"43.727","53.456","372","Average","3-year moving average","seb","rweight","18-20","2014-2025","49%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2022","seb","Lower working","he_entry","he_entry",NA,NA,"2014-2025",19.726,"15.545","24.451","211","Average","3-year moving average","seb","rweight","18-20","2014-2025","20%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2022","seb","Higher working","he_entry","he_entry",NA,NA,"2014-2025",34.08,"28.756","39.947","201","Average","3-year moving average","seb","rweight","18-20","2014-2025","34%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2022","seb","Intermediate","he_entry","he_entry",NA,NA,"2014-2025",33.597,"28.877","38.887","274","Average","3-year moving average","seb","rweight","18-20","2014-2025","34%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2022","seb","Lower professional","he_entry","he_entry",NA,NA,"2014-2025",38.028,"33.396","43.071","323","Average","3-year moving average","seb","rweight","18-20","2014-2025","38%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2022","seb","Higher professional","he_entry","he_entry",NA,NA,"2014-2025",47.948,"43.252","52.729","352","Average","3-year moving average","seb","rweight","18-20","2014-2025","48%"
