"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"dr51","Broadband speed","trend","E92000001","country","England","area_name","England","year","2020",NA,NA,NA,NA,"2020-2025",25,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2020","25%"
"dr51","Broadband speed","trend","N92000002","country","Northern Ireland","area_name","Northern Ireland","year","2020",NA,NA,NA,NA,"2020-2025",54,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2020","54%"
"dr51","Broadband speed","trend","S92000003","country","Scotland","area_name","Scotland","year","2020",NA,NA,NA,NA,"2020-2025",46,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2020","46%"
"dr51","Broadband speed","trend","W92000004","country","Wales","area_name","Wales","year","2020",NA,NA,NA,NA,"2020-2025",18,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2020","18%"
"dr51","Broadband speed","trend","K02000001","country","United Kingdom","area_name","United Kingdom","year","2020",NA,NA,NA,NA,"2020-2025",27,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2020","27%"
"dr51","Broadband speed","trend","E92000001","country","England","area_name","England","year","2021",NA,NA,NA,NA,"2020-2025",45,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2021","45%"
"dr51","Broadband speed","trend","N92000002","country","Northern Ireland","area_name","Northern Ireland","year","2021",NA,NA,NA,NA,"2020-2025",74,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2021","74%"
"dr51","Broadband speed","trend","S92000003","country","Scotland","area_name","Scotland","year","2021",NA,NA,NA,NA,"2020-2025",50,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2021","50%"
"dr51","Broadband speed","trend","W92000004","country","Wales","area_name","Wales","year","2021",NA,NA,NA,NA,"2020-2025",35,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2021","35%"
"dr51","Broadband speed","trend","K02000001","country","United Kingdom","area_name","United Kingdom","year","2021",NA,NA,NA,NA,"2020-2025",46,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2021","46%"
"dr51","Broadband speed","trend","E92000001","country","England","area_name","England","year","2022",NA,NA,NA,NA,"2020-2025",70,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2022","70%"
"dr51","Broadband speed","trend","N92000002","country","Northern Ireland","area_name","Northern Ireland","year","2022",NA,NA,NA,NA,"2020-2025",85,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2022","85%"
"dr51","Broadband speed","trend","S92000003","country","Scotland","area_name","Scotland","year","2022",NA,NA,NA,NA,"2020-2025",62,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2022","62%"
"dr51","Broadband speed","trend","W92000004","country","Wales","area_name","Wales","year","2022",NA,NA,NA,NA,"2020-2025",51,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2022","51%"
"dr51","Broadband speed","trend","K02000001","country","United Kingdom","area_name","United Kingdom","year","2022",NA,NA,NA,NA,"2020-2025",69,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2022","69%"
"dr51","Broadband speed","trend","E92000001","country","England","area_name","England","year","2023",NA,NA,NA,NA,"2020-2025",77,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2023","77%"
"dr51","Broadband speed","trend","N92000002","country","Northern Ireland","area_name","Northern Ireland","year","2023",NA,NA,NA,NA,"2020-2025",91,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2023","91%"
"dr51","Broadband speed","trend","S92000003","country","Scotland","area_name","Scotland","year","2023",NA,NA,NA,NA,"2020-2025",70,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2023","70%"
"dr51","Broadband speed","trend","W92000004","country","Wales","area_name","Wales","year","2023",NA,NA,NA,NA,"2020-2025",63,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2023","63%"
"dr51","Broadband speed","trend","K02000001","country","United Kingdom","area_name","United Kingdom","year","2023",NA,NA,NA,NA,"2020-2025",76,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2023","76%"
"dr51","Broadband speed","trend","E92000001","country","England","area_name","England","year","2024",NA,NA,NA,NA,"2020-2025",83,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2024","83%"
"dr51","Broadband speed","trend","N92000002","country","Northern Ireland","area_name","Northern Ireland","year","2024",NA,NA,NA,NA,"2020-2025",93,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2024","93%"
"dr51","Broadband speed","trend","S92000003","country","Scotland","area_name","Scotland","year","2024",NA,NA,NA,NA,"2020-2025",76,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2024","76%"
"dr51","Broadband speed","trend","W92000004","country","Wales","area_name","Wales","year","2024",NA,NA,NA,NA,"2020-2025",72,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2024","72%"
"dr51","Broadband speed","trend","K02000001","country","United Kingdom","area_name","United Kingdom","year","2024",NA,NA,NA,NA,"2020-2025",82,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2024","82%"
"dr51","Broadband speed","trend","K02000001","country","United Kingdom","area_name","United Kingdom","year","2025",NA,NA,NA,NA,"2020-2025",85.9,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2025","86%"
"dr51","Broadband speed","trend","E92000001","country","England","area_name","England","year","2025",NA,NA,NA,NA,"2020-2025",86.7,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2025","87%"
"dr51","Broadband speed","trend","N92000002","country","Northern Ireland","area_name","Northern Ireland","year","2025",NA,NA,NA,NA,"2020-2025",94.2,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2025","94%"
"dr51","Broadband speed","trend","S92000003","country","Scotland","area_name","Scotland","year","2025",NA,NA,NA,NA,"2020-2025",79.7,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2025","80%"
"dr51","Broadband speed","trend","W92000004","country","Wales","area_name","Wales","year","2025",NA,NA,NA,NA,"2020-2025",79.1,"NA","NA",NA,"Percent",NA,NA,NA,NA,"2025","79%"
"dr51","Broadband speed","geography_caterpillar","TLC1","ITL2","Tees Valley and Durham","area_name","Tees Valley and Durham","quintile","3",NA,NA,NA,NA,"2025",87.881,"NA","NA","535208","Percent",NA,NA,NA,NA,NA,"88%"
"dr51","Broadband speed","geography_caterpillar","TLD7","ITL2","Merseyside","area_name","Merseyside","quintile","4",NA,NA,NA,NA,"2025",90.67,"NA","NA","694316","Percent",NA,NA,NA,NA,NA,"91%"
"dr51","Broadband speed","geography_caterpillar","TLD6","ITL2","Cheshire","area_name","Cheshire","quintile","3",NA,NA,NA,NA,"2025",87.073,"NA","NA","416772","Percent",NA,NA,NA,NA,NA,"87%"
"dr51","Broadband speed","geography_caterpillar","TLD4","ITL2","Lancashire","area_name","Lancashire","quintile","4",NA,NA,NA,NA,"2025",89.308,"NA","NA","677594","Percent",NA,NA,NA,NA,NA,"89%"
"dr51","Broadband speed","geography_caterpillar","TLE1","ITL2","East Yorkshire and Northern Lincolnshire","area_name","East Yorkshire and Northern Lincolnshire","quintile","5",NA,NA,NA,NA,"2025",94.2,"NA","NA","437899","Percent",NA,NA,NA,NA,NA,"94%"
"dr51","Broadband speed","geography_caterpillar","TLE2","ITL2","North Yorkshire","area_name","North Yorkshire","quintile","2",NA,NA,NA,NA,"2025",81.167,"NA","NA","345489","Percent",NA,NA,NA,NA,NA,"81%"
"dr51","Broadband speed","geography_caterpillar","TLF1","ITL2","Derbyshire and Nottinghamshire","area_name","Derbyshire and Nottinghamshire","quintile","4",NA,NA,NA,NA,"2025",89.232,"NA","NA","966578","Percent",NA,NA,NA,NA,NA,"89%"
"dr51","Broadband speed","geography_caterpillar","TLF2","ITL2","Leicestershire, Rutland and Northamptonshire","area_name","Leicestershire, Rutland and Northamptonshire","quintile","4",NA,NA,NA,NA,"2025",90.486,"NA","NA","787282","Percent",NA,NA,NA,NA,NA,"90%"
"dr51","Broadband speed","geography_caterpillar","TLG1","ITL2","Herefordshire, Worcestershire and Warwickshire","area_name","Herefordshire, Worcestershire and Warwickshire","quintile","2",NA,NA,NA,NA,"2025",84.293,"NA","NA","573251","Percent",NA,NA,NA,NA,NA,"84%"
"dr51","Broadband speed","geography_caterpillar","TLG2","ITL2","Shropshire and Staffordshire","area_name","Shropshire and Staffordshire","quintile","2",NA,NA,NA,NA,"2025",82.805,"NA","NA","661659","Percent",NA,NA,NA,NA,NA,"83%"
