"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","25","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.167,"0.132","0.202",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","26","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.182,"0.150","0.213",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","27","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.196,"0.168","0.223",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","28","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.21,"0.185","0.234",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","29","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.223,"0.201","0.245",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","30","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.236,"0.216","0.256",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","31","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.248,"0.230","0.267",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","32","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.26,"0.242","0.277",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","33","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.27,"0.253","0.287",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","34","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.279,"0.263","0.296",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","35","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.287,"0.271","0.303",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","36","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.294,"0.278","0.310",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","37","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.3,"0.283","0.316",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","38","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.304,"0.286","0.321",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","39","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.307,"0.288","0.325",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","40","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.308,"0.288","0.328",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","41","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.308,"0.286","0.330",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","42","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.307,"0.282","0.331",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","43","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.304,"0.277","0.331",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","44","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",0.3,"0.269","0.330",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","25","seb","Higher working","sex","Men","year","2014 to 2016","2014 to 2025",0.262,"0.230","0.293",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","26","seb","Higher working","sex","Men","year","2014 to 2016","2014 to 2025",0.281,"0.253","0.309",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","27","seb","Higher working","sex","Men","year","2014 to 2016","2014 to 2025",0.3,"0.274","0.325",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","28","seb","Higher working","sex","Men","year","2014 to 2016","2014 to 2025",0.318,"0.295","0.341",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","29","seb","Higher working","sex","Men","year","2014 to 2016","2014 to 2025",0.335,"0.314","0.356",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
"in42","Occupational progression","seb","K02000001","country","United Kingdom","age","30","seb","Higher working","sex","Men","year","2014 to 2016","2014 to 2025",0.351,"0.331","0.370",NA,"Predictive margins",NA,NA,NA,NA,NA,"0%"
