"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2014",NA,NA,NA,NA,"2014-2025",17.485,"16.530","18.486","5896","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2025","17%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2015",NA,NA,NA,NA,"2014-2025",15.289,"14.363","16.253","5679","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2025","15%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2016",NA,NA,NA,NA,"2014-2025",14.352,"13.422","15.338","5246","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2025","14%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2017",NA,NA,NA,NA,"2014-2025",13.195,"12.268","14.185","4895","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2025","13%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2018",NA,NA,NA,NA,"2014-2025",12.331,"11.408","13.321","4646","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2025","12%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2019",NA,NA,NA,NA,"2014-2025",13.11,"12.139","14.143","4455","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2025","13%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2020",NA,NA,NA,NA,"2014-2025",15.925,"14.694","17.247","3233","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2025","16%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2021",NA,NA,NA,NA,"2014-2025",13.07,"12.047","14.154","4026","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2025","13%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2022",NA,NA,NA,NA,"2014-2025",11.136,"10.056","12.333","3024","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2025","11%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2023",NA,NA,NA,NA,"2014-2025",13.101,"11.612","14.694","1904","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2025","13%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2024",NA,NA,NA,NA,"2014-2025",15.957,"14.583","17.399","2666","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2025","16%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2025",NA,NA,NA,NA,"2014-2025",16.485,"15.344","17.718","3837","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2025","16%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Bedfordshire and Hertfordshire","unemp_binary","Other","itl2_current_geo","Bedfordshire and Hertfordshire","quintile","2",NA,NA,"2014-2025",85.456,"83.417","87.286","1327","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","85%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Berkshire, Buckinghamshire and Oxfordshire","unemp_binary","Other","itl2_current_geo","Berkshire, Buckinghamshire and Oxfordshire","quintile","5",NA,NA,"2014-2025",88.714,"87.082","90.124","1733","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","89%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Cheshire","unemp_binary","Other","itl2_current_geo","Cheshire","quintile","5",NA,NA,"2014-2025",91.087,"88.719","93.004","729","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","91%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Cornwall and Isles of Scilly","unemp_binary","Other","itl2_current_geo","Cornwall and Isles of Scilly","quintile","4",NA,NA,"2014-2025",87.957,"84.694","90.501","520","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","88%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Cumbria","unemp_binary","Other","itl2_current_geo","Cumbria","quintile","5",NA,NA,"2014-2025",88.896,"85.527","91.567","450","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","89%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Derbyshire and Nottinghamshire","unemp_binary","Other","itl2_current_geo","Derbyshire and Nottinghamshire","quintile","2",NA,NA,"2014-2025",84.394,"82.557","86.044","1722","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","84%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Devon","unemp_binary","Other","itl2_current_geo","Devon","quintile","5",NA,NA,"2014-2025",89.454,"87.316","91.211","1011","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","89%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Dorset and Somerset","unemp_binary","Other","itl2_current_geo","Dorset and Somerset","quintile","3",NA,NA,"2014-2025",87.378,"85.247","89.260","1102","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","87%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","East Anglia","unemp_binary","Other","itl2_current_geo","East Anglia","quintile","2",NA,NA,"2014-2025",85.995,"84.444","87.407","2177","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","86%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","East Wales","unemp_binary","Other","itl2_current_geo","East Wales","quintile","2",NA,NA,"2014-2025",84.807,"82.196","87.187","832","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","85%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","East Yorkshire and Northern Lincolnshire","unemp_binary","Other","itl2_current_geo","East Yorkshire and Northern Lincolnshire","quintile","1",NA,NA,"2014-2025",79.87,"76.815","82.708","742","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","80%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Eastern Scotland","unemp_binary","Other","itl2_current_geo","Eastern Scotland","quintile","3",NA,NA,"2014-2025",87.36,"85.556","88.958","1526","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","87%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Essex","unemp_binary","Other","itl2_current_geo","Essex","quintile","4",NA,NA,"2014-2025",87.963,"86.061","89.637","1329","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","88%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Gloucestershire, Wiltshire and Bath/Bristol area","unemp_binary","Other","itl2_current_geo","Gloucestershire, Wiltshire and Bath/Bristol area","quintile","4",NA,NA,"2014-2025",87.423,"85.883","88.804","2050","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","87%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Greater Manchester","unemp_binary","Other","itl2_current_geo","Greater Manchester","quintile","1",NA,NA,"2014-2025",83.153,"81.438","84.779","1985","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","83%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Hampshire and Isle of Wight","unemp_binary","Other","itl2_current_geo","Hampshire and Isle of Wight","quintile","4",NA,NA,"2014-2025",88.029,"86.287","89.588","1546","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","88%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Herefordshire, Worcestershire and Warwickshire","unemp_binary","Other","itl2_current_geo","Herefordshire, Worcestershire and Warwickshire","quintile","4",NA,NA,"2014-2025",88.685,"86.614","90.476","1087","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","89%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Highlands and Islands","unemp_binary","Other","itl2_current_geo","Highlands and Islands","quintile","5",NA,NA,"2014-2025",91.22,"87.269","94.277","278","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","91%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Inner London - East","unemp_binary","Other","itl2_current_geo","Inner London - East","quintile","1",NA,NA,"2014-2025",80.83,"78.336","83.088","1095","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","81%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Inner London - West","unemp_binary","Other","itl2_current_geo","Inner London - West","quintile","4",NA,NA,"2014-2025",88.224,"84.599","91.220","393","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","88%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Kent","unemp_binary","Other","itl2_current_geo","Kent","quintile","3",NA,NA,"2014-2025",86.491,"84.395","88.337","1206","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","86%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Lancashire","unemp_binary","Other","itl2_current_geo","Lancashire","quintile","4",NA,NA,"2014-2025",88.395,"86.406","90.098","1213","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","88%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Leicestershire, Rutland and Northamptonshire","unemp_binary","Other","itl2_current_geo","Leicestershire, Rutland and Northamptonshire","quintile","3",NA,NA,"2014-2025",86.132,"84.280","87.773","1563","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","86%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Lincolnshire","unemp_binary","Other","itl2_current_geo","Lincolnshire","quintile","3",NA,NA,"2014-2025",86.829,"83.865","89.366","616","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","87%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Merseyside","unemp_binary","Other","itl2_current_geo","Merseyside","quintile","2",NA,NA,"2014-2025",85.502,"83.098","87.654","960","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","86%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","North Eastern Scotland","unemp_binary","Other","itl2_current_geo","North Eastern Scotland","quintile","5",NA,NA,"2014-2025",89.2,"85.730","91.994","409","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","89%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","North Yorkshire","unemp_binary","Other","itl2_current_geo","North Yorkshire","quintile","5",NA,NA,"2014-2025",90.407,"88.108","92.384","775","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","90%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Northern Ireland","unemp_binary","Other","itl2_current_geo","Northern Ireland","quintile","5",NA,NA,"2014-2025",89.804,"88.610","90.858","2879","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","90%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Northumberland, and Tyne and Wear","unemp_binary","Other","itl2_current_geo","Northumberland, and Tyne and Wear","quintile","1",NA,NA,"2014-2025",82.205,"79.920","84.283","1225","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","82%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Outer London - East and North East","unemp_binary","Other","itl2_current_geo","Outer London - East and North East","quintile","1",NA,NA,"2014-2025",81.042,"78.474","83.326","1043","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","81%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Outer London - South","unemp_binary","Other","itl2_current_geo","Outer London - South","quintile","1",NA,NA,"2014-2025",82.609,"79.745","85.160","788","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","83%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Outer London - West and North West","unemp_binary","Other","itl2_current_geo","Outer London - West and North West","quintile","1",NA,NA,"2014-2025",79.311,"76.600","81.852","949","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","79%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Shropshire and Staffordshire","unemp_binary","Other","itl2_current_geo","Shropshire and Staffordshire","quintile","3",NA,NA,"2014-2025",86.774,"84.720","88.586","1232","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","87%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","South Yorkshire","unemp_binary","Other","itl2_current_geo","South Yorkshire","quintile","2",NA,NA,"2014-2025",85.763,"83.487","87.786","1061","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","86%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Southern Scotland","unemp_binary","Other","itl2_current_geo","Southern Scotland","quintile","4",NA,NA,"2014-2025",87.673,"85.047","89.924","739","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","88%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Surrey, East and West Sussex","unemp_binary","Other","itl2_current_geo","Surrey, East and West Sussex","quintile","3",NA,NA,"2014-2025",87.026,"85.452","88.451","1996","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","87%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Tees Valley and Durham","unemp_binary","Other","itl2_current_geo","Tees Valley and Durham","quintile","1",NA,NA,"2014-2025",81.833,"79.202","84.228","942","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","82%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","West Central Scotland","unemp_binary","Other","itl2_current_geo","West Central Scotland","quintile","3",NA,NA,"2014-2025",86.988,"84.804","88.829","1126","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","87%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","West Midlands","unemp_binary","Other","itl2_current_geo","West Midlands","quintile","1",NA,NA,"2014-2025",79.612,"77.724","81.425","1871","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","80%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","West Wales and The Valleys","unemp_binary","Other","itl2_current_geo","West Wales and The Valleys","quintile","2",NA,NA,"2014-2025",85.694,"83.732","87.423","1438","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","86%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","West Yorkshire","unemp_binary","Other","itl2_current_geo","West Yorkshire","quintile","2",NA,NA,"2014-2025",85.049,"83.342","86.651","1842","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","85%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Bedfordshire and Hertfordshire","unemp_binary","Unemployed","itl2_current_geo","Bedfordshire and Hertfordshire","quintile","4",NA,NA,"2014-2025",14.544,"12.714","16.583","1327","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","15%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Berkshire, Buckinghamshire and Oxfordshire","unemp_binary","Unemployed","itl2_current_geo","Berkshire, Buckinghamshire and Oxfordshire","quintile","1",NA,NA,"2014-2025",11.286,"9.876","12.918","1733","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","11%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Cheshire","unemp_binary","Unemployed","itl2_current_geo","Cheshire","quintile","1",NA,NA,"2014-2025",8.913,"6.996","11.281","729","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","9%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Cornwall and Isles of Scilly","unemp_binary","Unemployed","itl2_current_geo","Cornwall and Isles of Scilly","quintile","2",NA,NA,"2014-2025",12.043,"9.499","15.306","520","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","12%"
"dr32","Youth unemployment","geography_caterpillar",NA,"ITL2","Cumbria","unemp_binary","Unemployed","itl2_current_geo","Cumbria","quintile","1",NA,NA,"2014-2025",11.104,"8.433","14.473","450","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2025","11%"
