"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Total","time_period","2024/25",NA,NA,NA,NA,"2024/25",45.4,"NA","NA","625648","Percentage",NA,NA,NA,NA,NA,"45%"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Disadvantaged","time_period","2024/25",NA,NA,NA,NA,"2024/25",25.8,"NA","NA","176226","Percentage",NA,NA,NA,NA,NA,"26%"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Not known to be disadvantaged","time_period","2024/25",NA,NA,NA,NA,"2024/25",53.1,"NA","NA","449422","Percentage",NA,NA,NA,NA,NA,"53%"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Total","time_period","2023/24",NA,NA,NA,NA,"2023/24",45.9,"NA","NA","629207","Percentage",NA,NA,NA,NA,NA,"46%"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Disadvantaged","time_period","2023/24",NA,NA,NA,NA,"2023/24",25.8,"NA","NA","166573","Percentage",NA,NA,NA,NA,NA,"26%"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Not known to be disadvantaged","time_period","2023/24",NA,NA,NA,NA,"2023/24",53.1,"NA","NA","462634","Percentage",NA,NA,NA,NA,NA,"53%"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Total","time_period","2022/23",NA,NA,NA,NA,"2022/23",45.3,"NA","NA","606915","Percentage",NA,NA,NA,NA,NA,"45%"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Disadvantaged","time_period","2022/23",NA,NA,NA,NA,"2022/23",25.2,"NA","NA","159363","Percentage",NA,NA,NA,NA,NA,"25%"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Not known to be disadvantaged","time_period","2022/23",NA,NA,NA,NA,"2022/23",52.4,"NA","NA","447552","Percentage",NA,NA,NA,NA,NA,"52%"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Total","time_period","2021/22",NA,NA,NA,NA,"2021/22",49.8,"NA","NA","587660","Percentage",NA,NA,NA,NA,NA,"50%"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Disadvantaged","time_period","2021/22",NA,NA,NA,NA,"2021/22",29.6,"NA","NA","154849","Percentage",NA,NA,NA,NA,NA,"30%"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Not known to be disadvantaged","time_period","2021/22",NA,NA,NA,NA,"2021/22",57,"NA","NA","432811","Percentage",NA,NA,NA,NA,NA,"57%"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Total","time_period","2020/21",NA,NA,NA,NA,"2020/21",51.9,"NA","NA","575863","Percentage",NA,NA,NA,NA,NA,"52%"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Disadvantaged","time_period","2020/21",NA,NA,NA,NA,"2020/21",31.7,"NA","NA","151973","Percentage",NA,NA,NA,NA,NA,"32%"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Not known to be disadvantaged","time_period","2020/21",NA,NA,NA,NA,"2020/21",59.2,"NA","NA","423890","Percentage",NA,NA,NA,NA,NA,"59%"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Total","time_period","2019/20",NA,NA,NA,NA,"2019/20",49.9,"NA","NA","561994","Percentage",NA,NA,NA,NA,NA,"50%"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Disadvantaged","time_period","2019/20",NA,NA,NA,NA,"2019/20",30.4,"NA","NA","146214","Percentage",NA,NA,NA,NA,NA,"30%"
"in13","Attainment at age 16","trend","E92000001","Country","England","seb","Not known to be disadvantaged","time_period","2019/20",NA,NA,NA,NA,"2019/20",56.8,"NA","NA","415780","Percentage",NA,NA,NA,NA,NA,"57%"
