"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used"
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","South Ayrshire","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.039","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","South Gloucestershire","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.550","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","South Lanarkshire","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.176","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","South Tyneside","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.872","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Southampton","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.175","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Southend-on-Sea","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.031","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Southwark","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.373","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","St Helens","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.209","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Staffordshire CC","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.158","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Stirling","time_period","2006 to 2011","zscore_category","Top 5%",NA,NA,NA,NA,"2006 to 2011","1.603","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Stockport","time_period","2006 to 2011","zscore_category","5-15%",NA,NA,NA,NA,"2006 to 2011","1.057","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Stockton-on-Tees","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.827","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Stoke-on-Trent","time_period","2006 to 2011","zscore_category","Bottom 5%",NA,NA,NA,NA,"2006 to 2011","-1.588","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Suffolk CC","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.128","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Sunderland","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.097","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Surrey","time_period","2006 to 2011","zscore_category","Top 5%",NA,NA,NA,NA,"2006 to 2011","2.188","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Sutton","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.851","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Swansea","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.052","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Swindon","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.020","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Tameside","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.936","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Telford and Wrekin","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.775","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Thurrock","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.545","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Torbay","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.670","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Torfaen","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.251","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Tower Hamlets","time_period","2006 to 2011","zscore_category","Bottom 5%",NA,NA,NA,NA,"2006 to 2011","-1.523","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Trafford","time_period","2006 to 2011","zscore_category","5-15%",NA,NA,NA,NA,"2006 to 2011","1.417","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Vale of Glamorgan","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.587","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Wakefield","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.228","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Walsall","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.260","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Waltham Forest","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.349","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Wandsworth","time_period","2006 to 2011","zscore_category","Top 5%",NA,NA,NA,NA,"2006 to 2011","2.435","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Warrington","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.903","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Warwickshire CC","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.547","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","West Berkshire","time_period","2006 to 2011","zscore_category","5-15%",NA,NA,NA,NA,"2006 to 2011","1.126","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","West Dunbartonshire","time_period","2006 to 2011","zscore_category","70-85%",NA,NA,NA,NA,"2006 to 2011","-0.630","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","West Lothian","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.363","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","West Northamptonshire","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.621","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","West Sussex","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.687","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Westminster","time_period","2006 to 2011","zscore_category","5-15%",NA,NA,NA,NA,"2006 to 2011","1.047","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Wigan","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","-0.446","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Wiltshire","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.640","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Windsor and Maidenhead","time_period","2006 to 2011","zscore_category","Top 5%",NA,NA,NA,NA,"2006 to 2011","1.951","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Wirral","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.013","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Wokingham","time_period","2006 to 2011","zscore_category","Top 5%",NA,NA,NA,NA,"2006 to 2011","2.453","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Wolverhampton","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.050","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Worcestershire CC","time_period","2006 to 2011","zscore_category","30-70%",NA,NA,NA,NA,"2006 to 2011","0.313","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Wrexham","time_period","2006 to 2011","zscore_category","85-95%",NA,NA,NA,NA,"2006 to 2011","-1.115","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","York","time_period","2006 to 2011","zscore_category","15-30%",NA,NA,NA,NA,"2006 to 2011","0.864","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Aberdeen City","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.521","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Aberdeenshire","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.108","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Angus","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.082","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Argyll and Bute Islands","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.213","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Barking and Dagenham","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.084","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Barnet","time_period","2012 to 2017","zscore_category","Top 5%",NA,NA,NA,NA,"2012 to 2017","1.722","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Barnsley","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.243","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Bath and North East Somerset","time_period","2012 to 2017","zscore_category","5-15%",NA,NA,NA,NA,"2012 to 2017","1.167","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Bedford","time_period","2012 to 2017","zscore_category","5-15%",NA,NA,NA,NA,"2012 to 2017","1.048","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Bexley","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.091","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Birmingham","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.130","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Blackburn with Darwen","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.059","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Blackpool","time_period","2012 to 2017","zscore_category","Bottom 5%",NA,NA,NA,NA,"2012 to 2017","-1.570","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Blaenau Gwent","time_period","2012 to 2017","zscore_category","Bottom 5%",NA,NA,NA,NA,"2012 to 2017","-1.595","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Bolton","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.564","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Bournemouth, Christchurch and Poole","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.211","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Bracknell Forest","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.544","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Bradford","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.032","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Brent","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.285","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Bridgend","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.225","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Brighton and Hove","time_period","2012 to 2017","zscore_category","5-15%",NA,NA,NA,NA,"2012 to 2017","1.408","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Bristol, City of","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.524","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Bromley","time_period","2012 to 2017","zscore_category","Top 5%",NA,NA,NA,NA,"2012 to 2017","1.775","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Buckinghamshire","time_period","2012 to 2017","zscore_category","Top 5%",NA,NA,NA,NA,"2012 to 2017","1.667","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Bury","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.400","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Caerphilly","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.946","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Calderdale","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.260","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Cambridgeshire CC","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.921","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Camden and City of London","time_period","2012 to 2017","zscore_category","Top 5%",NA,NA,NA,NA,"2012 to 2017","2.178","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Cardiff","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.626","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Carmarthenshire","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.696","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Central Bedfordshire","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.513","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Ceredigion","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.575","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Cheshire East","time_period","2012 to 2017","zscore_category","5-15%",NA,NA,NA,NA,"2012 to 2017","1.225","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Cheshire West and Chester","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.704","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","City of Edinburgh","time_period","2012 to 2017","zscore_category","Top 5%",NA,NA,NA,NA,"2012 to 2017","1.724","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Clackmannanshire","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.667","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Conwy","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.860","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Cornwall and Isles of Scilly","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.454","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Coventry","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.709","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Croydon","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.633","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Cumbria","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.587","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Darlington","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.204","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Denbighshire","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.615","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Derby","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.681","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Derbyshire","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.156","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Devon CC","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.394","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Doncaster","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.181","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Dorset","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.333","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Dudley","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.355","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Dumfries and Galloway","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.633","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Dundee City","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.595","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Durham","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.613","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Ealing","time_period","2012 to 2017","zscore_category","15-30%",NA,NA,NA,NA,"2012 to 2017","0.516","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","East Ayrshire","time_period","2012 to 2017","zscore_category","85-95%",NA,NA,NA,NA,"2012 to 2017","-1.341","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","East Dunbartonshire","time_period","2012 to 2017","zscore_category","Top 5%",NA,NA,NA,NA,"2012 to 2017","2.100","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","East Lothian","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.266","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","East Renfrewshire","time_period","2012 to 2017","zscore_category","5-15%",NA,NA,NA,NA,"2012 to 2017","1.218","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","East Riding of Yorkshire","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.015","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","East Sussex CC","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.009","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Enfield","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.095","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Essex","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.231","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Falkirk","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.318","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Fife","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.290","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Flintshire","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.800","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Gateshead","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.749","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Glasgow City","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.416","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Gloucestershire CC","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.435","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Greenwich","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","0.130","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Gwynedd","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.924","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Hackney","time_period","2012 to 2017","zscore_category","30-70%",NA,NA,NA,NA,"2012 to 2017","-0.197","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Halton","time_period","2012 to 2017","zscore_category","70-85%",NA,NA,NA,NA,"2012 to 2017","-0.821","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
"ci1","Conditions of Childhood","composite_index","NA","Local Authority","Hammersmith and Fulham","time_period","2012 to 2017","zscore_category","Top 5%",NA,NA,NA,NA,"2012 to 2017","1.963","NA","NA",NA,"z-score",NA,NA,NA,NA,NA
