"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"in35","Income returns to education","edu_percentage","K02000001","country","United Kingdom","edu","Further education below degree",NA,NA,NA,NA,NA,NA,"2023 to 2025",14.35,"NA","NA","689","Percentage","Percentage difference in hourly earnings relative to those with lower level education","payhour_inflation_adjusted","weighti","25-29","2023-2025","14%"
"in35","Income returns to education","edu_percentage","K02000001","country","United Kingdom","edu","A level and equivalent",NA,NA,NA,NA,NA,NA,"2023 to 2025",10.748,"NA","NA","689","Percentage","Percentage difference in hourly earnings relative to those with lower level education","payhour_inflation_adjusted","weighti","25-29","2023-2025","11%"
"in35","Income returns to education","edu_percentage","K02000001","country","United Kingdom","edu","O level, GCSE and equivalent",NA,NA,NA,NA,NA,NA,"2023 to 2025",8.256,"NA","NA","689","Percentage","Percentage difference in hourly earnings relative to those with lower level education","payhour_inflation_adjusted","weighti","25-29","2023-2025","8%"
"in35","Income returns to education","edu_percentage","K02000001","country","United Kingdom","edu","Higher degree",NA,NA,NA,NA,NA,NA,"2023 to 2025",40.751,"NA","NA","689","Percentage","Percentage difference in hourly earnings relative to those with lower level education","payhour_inflation_adjusted","weighti","25-29","2023-2025","41%"
"in35","Income returns to education","edu_percentage","K02000001","country","United Kingdom","edu","First degree",NA,NA,NA,NA,NA,NA,"2023 to 2025",27.663,"NA","NA","689","Percentage","Percentage difference in hourly earnings relative to those with lower level education","payhour_inflation_adjusted","weighti","25-29","2023-2025","28%"
"in35","Income returns to education","edu_percentage","K02000001","country","United Kingdom","edu","Total",NA,NA,NA,NA,NA,NA,"2023 to 2025",35.59,"NA","NA","689","Percentage","Percentage difference in hourly earnings relative to those with lower level education","payhour_inflation_adjusted","weighti","25-29","2023-2025","36%"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2016","edu","Higher degree",NA,NA,NA,NA,"2014 to 2016",18.762,"17.636","19.961","1002","Pounds","Mean hourly earnings","payhour_inflation_adjusted","weighti","25-29","2023-2025","£18.8"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2016","edu","First degree",NA,NA,NA,NA,"2014 to 2016",15.85,"15.105","16.631","1002","Pounds","Mean hourly earnings","payhour_inflation_adjusted","weighti","25-29","2023-2025","£15.9"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2016","edu","Further education below degree",NA,NA,NA,NA,"2014 to 2016",13.47,"12.624","14.373","1002","Pounds","Mean hourly earnings","payhour_inflation_adjusted","weighti","25-29","2023-2025","£13.5"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2016","edu","A level and equivalent",NA,NA,NA,NA,"2014 to 2016",12.554,"11.997","13.136","1002","Pounds","Mean hourly earnings","payhour_inflation_adjusted","weighti","25-29","2023-2025","£12.6"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2016","edu","O level, GCSE and equivalent",NA,NA,NA,NA,"2014 to 2016",12.017,"11.374","12.696","1002","Pounds","Mean hourly earnings","payhour_inflation_adjusted","weighti","25-29","2023-2025","£12"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2016","edu","Lower level (below CSE grade 1)",NA,NA,NA,NA,"2014 to 2016",10.369,"9.779","10.994","1002","Pounds","Mean hourly earnings","payhour_inflation_adjusted","weighti","25-29","2023-2025","£10.4"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2016","edu","Total",NA,NA,NA,NA,"2014 to 2016",14.754,"14.557","14.953","1002","Pounds","Mean hourly earnings","payhour_inflation_adjusted","weighti","25-29","2023-2025","£14.8"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2017","edu","Higher degree",NA,NA,NA,NA,"2015 to 2017",18.171,"17.130","19.276","962","Pounds","Mean hourly earnings","payhour_inflation_adjusted","weighti","25-29","2023-2025","£18.2"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2017","edu","First degree",NA,NA,NA,NA,"2015 to 2017",16.014,"15.268","16.797","962","Pounds","Mean hourly earnings","payhour_inflation_adjusted","weighti","25-29","2023-2025","£16"
