"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"in43","Income progression","seb","K02000001","country","United Kingdom","age","25","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",21479.698,"18532.482","24426.913",NA,"Predictive margins in pounds sterling",NA,NA,NA,NA,NA,"£21479.7"
"in43","Income progression","seb","K02000001","country","United Kingdom","age","26","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",23028.549,"20413.510","25643.587",NA,"Predictive margins in pounds sterling",NA,NA,NA,NA,NA,"£23028.5"
"in43","Income progression","seb","K02000001","country","United Kingdom","age","27","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",24487.452,"22161.134","26813.770",NA,"Predictive margins in pounds sterling",NA,NA,NA,NA,NA,"£24487.5"
"in43","Income progression","seb","K02000001","country","United Kingdom","age","28","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",25856.407,"23775.053","27937.761",NA,"Predictive margins in pounds sterling",NA,NA,NA,NA,NA,"£25856.4"
"in43","Income progression","seb","K02000001","country","United Kingdom","age","29","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",27135.414,"25255.434","29015.393",NA,"Predictive margins in pounds sterling",NA,NA,NA,NA,NA,"£27135.4"
"in43","Income progression","seb","K02000001","country","United Kingdom","age","30","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",28324.472,"26603.205","30045.740",NA,"Predictive margins in pounds sterling",NA,NA,NA,NA,NA,"£28324.5"
"in43","Income progression","seb","K02000001","country","United Kingdom","age","31","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",29423.583,"27820.282","31026.884",NA,"Predictive margins in pounds sterling",NA,NA,NA,NA,NA,"£29423.6"
"in43","Income progression","seb","K02000001","country","United Kingdom","age","32","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",30432.745,"28909.567","31955.923",NA,"Predictive margins in pounds sterling",NA,NA,NA,NA,NA,"£30432.7"
"in43","Income progression","seb","K02000001","country","United Kingdom","age","33","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",31351.959,"29874.582","32829.336",NA,"Predictive margins in pounds sterling",NA,NA,NA,NA,NA,"£31352"
"in43","Income progression","seb","K02000001","country","United Kingdom","age","34","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",32181.225,"30718.771","33643.678",NA,"Predictive margins in pounds sterling",NA,NA,NA,NA,NA,"£32181.2"
"in43","Income progression","seb","K02000001","country","United Kingdom","age","35","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",32920.542,"31444.732","34396.352",NA,"Predictive margins in pounds sterling",NA,NA,NA,NA,NA,"£32920.5"
"in43","Income progression","seb","K02000001","country","United Kingdom","age","36","seb","Lower working","sex","Men","year","2014 to 2016","2014 to 2025",33569.912,"32053.660","35086.164",NA,"Predictive margins in pounds sterling",NA,NA,NA,NA,NA,"£33569.9"
