"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"dr53","Postgraduate education","trend","K02000001","country","United Kingdom","higher_degree_binary","Higher degree","year","2014",NA,NA,NA,NA,"2014-2025",9.294,"9.044","9.549","51197","Percent",NA,"higher_degree_binary, year","rweight","25-64","2014-2025","9%"
"dr53","Postgraduate education","trend","K02000001","country","United Kingdom","higher_degree_binary","Higher degree","year","2015",NA,NA,NA,NA,"2014-2025",10.905,"10.633","11.184","49425","Percent",NA,"higher_degree_binary, year","rweight","25-64","2014-2025","11%"
"dr53","Postgraduate education","trend","K02000001","country","United Kingdom","higher_degree_binary","Higher degree","year","2016",NA,NA,NA,NA,"2014-2025",11.951,"11.660","12.250","46897","Percent",NA,"higher_degree_binary, year","rweight","25-64","2014-2025","12%"
"dr53","Postgraduate education","trend","K02000001","country","United Kingdom","higher_degree_binary","Higher degree","year","2017",NA,NA,NA,NA,"2014-2025",12.12,"11.826","12.420","46815","Percent",NA,"higher_degree_binary, year","rweight","25-64","2014-2025","12%"
"dr53","Postgraduate education","trend","K02000001","country","United Kingdom","higher_degree_binary","Higher degree","year","2018",NA,NA,NA,NA,"2014-2025",12.417,"12.119","12.720","46551","Percent",NA,"higher_degree_binary, year","rweight","25-64","2014-2025","12%"
"dr53","Postgraduate education","trend","K02000001","country","United Kingdom","higher_degree_binary","Higher degree","year","2019",NA,NA,NA,NA,"2014-2025",13.08,"12.772","13.395","45327","Percent",NA,"higher_degree_binary, year","rweight","25-64","2014-2025","13%"
"dr53","Postgraduate education","trend","K02000001","country","United Kingdom","higher_degree_binary","Higher degree","year","2020",NA,NA,NA,NA,"2014-2025",13.914,"13.561","14.273","36583","Percent",NA,"higher_degree_binary, year","rweight","25-64","2014-2025","14%"
"dr53","Postgraduate education","trend","K02000001","country","United Kingdom","higher_degree_binary","Higher degree","year","2021",NA,NA,NA,NA,"2014-2025",14.215,"13.902","14.533","47479","Percent",NA,"higher_degree_binary, year","rweight","25-64","2014-2025","14%"
"dr53","Postgraduate education","trend","K02000001","country","United Kingdom","higher_degree_binary","Higher degree","year","2022",NA,NA,NA,NA,"2014-2025",15.05,"14.683","15.424","36001","Percent",NA,"higher_degree_binary, year","rweight","25-64","2014-2025","15%"
"dr53","Postgraduate education","trend","K02000001","country","United Kingdom","higher_degree_binary","Higher degree","year","2023",NA,NA,NA,NA,"2014-2025",16.146,"15.666","16.634","22392","Percent",NA,"higher_degree_binary, year","rweight","25-64","2014-2025","16%"
"dr53","Postgraduate education","trend","K02000001","country","United Kingdom","higher_degree_binary","Higher degree","year","2024",NA,NA,NA,NA,"2014-2025",16.082,"15.674","16.496","30950","Percent",NA,"higher_degree_binary, year","rweight","25-64","2014-2025","16%"
"dr53","Postgraduate education","trend","K02000001","country","United Kingdom","higher_degree_binary","Higher degree","year","2025",NA,NA,NA,NA,"2014-2025",17.058,"16.691","17.430","40006","Percent",NA,"higher_degree_binary, year","rweight","25-64","2014-2025","17%"
"dr53","Postgraduate education","geography_caterpillar",NA,"ITL2","Bedfordshire and Hertfordshire","higher_degree_binary","Higher degree","itl2_current_geo","Bedfordshire and Hertfordshire","quintile","4",NA,NA,"2014-2025",14.026,"13.435","14.638","12976","Percent",NA,"higher_degree_binary, itl2_current_geo","rweight","25-64","2014-2025","14%"
