"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Lower working","sex","Women",NA,NA,"2014-2025",66.703,"61.789","71.379","430","Average","3-year moving average","seb, sex","rweight","25-29","2014-2025","67%"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Lower working","sex","Men",NA,NA,"2014-2025",87.669,"83.920","90.818","356","Average","3-year moving average","seb, sex","rweight","25-29","2014-2025","88%"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Higher working","sex","Women",NA,NA,"2014-2025",78.468,"74.062","82.700","406","Average","3-year moving average","seb, sex","rweight","25-29","2014-2025","78%"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Higher working","sex","Men",NA,NA,"2014-2025",93.129,"90.033","95.480","344","Average","3-year moving average","seb, sex","rweight","25-29","2014-2025","93%"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Intermediate","sex","Women",NA,NA,"2014-2025",80.456,"76.372","83.994","480","Average","3-year moving average","seb, sex","rweight","25-29","2014-2025","80%"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Intermediate","sex","Men",NA,NA,"2014-2025",93.388,"90.689","95.528","415","Average","3-year moving average","seb, sex","rweight","25-29","2014-2025","93%"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Lower professional","sex","Women",NA,NA,"2014-2025",84.452,"80.203","88.071","366","Average","3-year moving average","seb, sex","rweight","25-29","2014-2025","84%"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Lower professional","sex","Men",NA,NA,"2014-2025",93.881,"90.562","95.876","325","Average","3-year moving average","seb, sex","rweight","25-29","2014-2025","94%"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Higher professional","sex","Women",NA,NA,"2014-2025",86.989,"82.568","90.583","305","Average","3-year moving average","seb, sex","rweight","25-29","2014-2025","87%"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Higher professional","sex","Men",NA,NA,"2014-2025",92.337,"88.657","95.110","257","Average","3-year moving average","seb, sex","rweight","25-29","2014-2025","92%"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Lower working","sex","Women",NA,NA,"2014-2025",68.781,"63.907","73.343","411","Average","3-year moving average","seb, sex","rweight","25-29","2014-2025","69%"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Lower working","sex","Men",NA,NA,"2014-2025",87.664,"83.836","90.710","345","Average","3-year moving average","seb, sex","rweight","25-29","2014-2025","88%"
