"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"dr14","Distribution of parental occupation","trend","K02000001","country","United Kingdom","sec_dependent_children","Higher professional","year","2014",NA,NA,NA,NA,"2014-2025",14.056,"13.611","14.518","22812","Percent",NA,"sec_dependent_children, year","rweight","21-99","2014-2025","14%"
"dr14","Distribution of parental occupation","trend","K02000001","country","United Kingdom","sec_dependent_children","Higher professional","year","2015",NA,NA,NA,NA,"2014-2025",14.603,"14.141","15.079","21994","Percent",NA,"sec_dependent_children, year","rweight","21-99","2014-2025","15%"
"dr14","Distribution of parental occupation","trend","K02000001","country","United Kingdom","sec_dependent_children","Higher professional","year","2016",NA,NA,NA,NA,"2014-2025",15.509,"15.024","16.006","21078","Percent",NA,"sec_dependent_children, year","rweight","21-99","2014-2025","16%"
"dr14","Distribution of parental occupation","trend","K02000001","country","United Kingdom","sec_dependent_children","Higher professional","year","2017",NA,NA,NA,NA,"2014-2025",15.48,"14.991","15.983","20619","Percent",NA,"sec_dependent_children, year","rweight","21-99","2014-2025","15%"
"dr14","Distribution of parental occupation","trend","K02000001","country","United Kingdom","sec_dependent_children","Higher professional","year","2018",NA,NA,NA,NA,"2014-2025",15.957,"15.459","16.471","20321","Percent",NA,"sec_dependent_children, year","rweight","21-99","2014-2025","16%"
"dr14","Distribution of parental occupation","trend","K02000001","country","United Kingdom","sec_dependent_children","Higher professional","year","2019",NA,NA,NA,NA,"2014-2025",16.58,"16.073","17.102","20282","Percent",NA,"sec_dependent_children, year","rweight","21-99","2014-2025","17%"
"dr14","Distribution of parental occupation","trend","K02000001","country","United Kingdom","sec_dependent_children","Higher professional","year","2020",NA,NA,NA,NA,"2014-2025",18.345,"17.727","18.978","14860","Percent",NA,"sec_dependent_children, year","rweight","21-99","2014-2025","18%"
"dr14","Distribution of parental occupation","trend","K02000001","country","United Kingdom","sec_dependent_children","Higher professional","year","2021",NA,NA,NA,NA,"2014-2025",19.748,"19.173","20.332","18272","Percent",NA,"sec_dependent_children, year","rweight","21-99","2014-2025","20%"
"dr14","Distribution of parental occupation","trend","K02000001","country","United Kingdom","sec_dependent_children","Higher professional","year","2022",NA,NA,NA,NA,"2014-2025",20.062,"19.403","20.737","14002","Percent",NA,"sec_dependent_children, year","rweight","21-99","2014-2025","20%"
"dr14","Distribution of parental occupation","trend","K02000001","country","United Kingdom","sec_dependent_children","Higher professional","year","2023",NA,NA,NA,NA,"2014-2025",20.695,"19.847","21.563","8675","Percent",NA,"sec_dependent_children, year","rweight","21-99","2014-2025","21%"
"dr14","Distribution of parental occupation","trend","K02000001","country","United Kingdom","sec_dependent_children","Higher professional","year","2024",NA,NA,NA,NA,"2014-2025",20.165,"19.472","20.878","12645","Percent",NA,"sec_dependent_children, year","rweight","21-99","2014-2025","20%"
"dr14","Distribution of parental occupation","trend","K02000001","country","United Kingdom","sec_dependent_children","Higher professional","year","2025",NA,NA,NA,NA,"2014-2025",20.286,"19.676","20.909","16524","Percent",NA,"sec_dependent_children, year","rweight","21-99","2014-2025","20%"
