"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","group_number"
"ci4","Promising Prospects","composite_index",,"Local Authority","Bridgend","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.261,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Brighton and Hove","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.358,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Bristol, City of","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.459,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Bromley","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.399,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Buckinghamshire","time_period","2022 to 2025","zscore_category","Top 5-15%",,,,,"2022 to 2025",1.162,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Bury","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.042,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Caerphilly","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.918,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Calderdale","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.238,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Cambridgeshire CC","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.112,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Camden and City of London","time_period","2022 to 2025","zscore_category","Top 5-15%",,,,,"2022 to 2025",1.464,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Cardiff","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.383,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Carmarthenshire","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.683,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Central Bedfordshire","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.172,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Ceredigion","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.353,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Cheshire East","time_period","2022 to 2025","zscore_category","Top 5-15%",,,,,"2022 to 2025",1.2,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Cheshire West and Chester","time_period","2022 to 2025","zscore_category","Top 5-15%",,,,,"2022 to 2025",1.06,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","City of Edinburgh","time_period","2022 to 2025","zscore_category","Top 5-15%",,,,,"2022 to 2025",1.461,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Clackmannanshire","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.669,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Conwy","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.138,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Cornwall and Isles of Scilly","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.129,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Coventry","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.278,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Croydon","time_period","2022 to 2025","zscore_category","Top 15-30%",,,,,"2022 to 2025",0.608,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Cumbria","time_period","2022 to 2025","zscore_category","Bottom 15-5%",,,,,"2022 to 2025",-1.276,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Darlington","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.45,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Denbighshire","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.175,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Derby","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.512,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Derbyshire","time_period","2022 to 2025","zscore_category","Bottom 5%",,,,,"2022 to 2025",-1.541,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","Devon CC","time_period","2022 to 2025","zscore_category","Bottom 15-5%",,,,,"2022 to 2025",-1.489,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Doncaster","time_period","2022 to 2025","zscore_category","Bottom 5%",,,,,"2022 to 2025",-1.759,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","Dorset","time_period","2022 to 2025","zscore_category","Top 15-30%",,,,,"2022 to 2025",0.695,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Dudley","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.32,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Dumfries and Galloway","time_period","2022 to 2025","zscore_category","Bottom 5%",,,,,"2022 to 2025",-1.503,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","Dundee City","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.568,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Durham","time_period","2022 to 2025","zscore_category","Bottom 5%",,,,,"2022 to 2025",-1.762,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","Ealing","time_period","2022 to 2025","zscore_category","Top 5%",,,,,"2022 to 2025",2.078,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","East Ayrshire","time_period","2022 to 2025","zscore_category","Bottom 15-5%",,,,,"2022 to 2025",-1.362,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","East Dunbartonshire","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.531,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","East Lothian","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.548,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","East Renfrewshire","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.073,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","East Riding of Yorkshire","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.815,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","East Sussex CC","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.032,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Enfield","time_period","2022 to 2025","zscore_category","Top 5%",,,,,"2022 to 2025",1.923,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Essex","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.095,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Falkirk","time_period","2022 to 2025","zscore_category","Bottom 15-5%",,,,,"2022 to 2025",-1.315,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Fife","time_period","2022 to 2025","zscore_category","Bottom 5%",,,,,"2022 to 2025",-1.789,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","Flintshire","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.218,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Gateshead","time_period","2022 to 2025","zscore_category","Bottom 5%",,,,,"2022 to 2025",-2.027,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","Glasgow City","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.398,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Gloucestershire CC","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.261,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Greenwich","time_period","2022 to 2025","zscore_category","Top 5-15%",,,,,"2022 to 2025",1.125,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Gwynedd","time_period","2022 to 2025","zscore_category","Top 15-30%",,,,,"2022 to 2025",0.623,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Hackney","time_period","2022 to 2025","zscore_category","Top 5-15%",,,,,"2022 to 2025",1.257,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Halton","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.049,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Hammersmith and Fulham","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.339,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Hampshire","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.65,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Haringey","time_period","2022 to 2025","zscore_category","Top 5-15%",,,,,"2022 to 2025",1.178,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Harrow","time_period","2022 to 2025","zscore_category","Top 5%",,,,,"2022 to 2025",2.22,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Hartlepool","time_period","2022 to 2025","zscore_category","Bottom 15-5%",,,,,"2022 to 2025",-1.154,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Havering","time_period","2022 to 2025","zscore_category","Top 5-15%",,,,,"2022 to 2025",1.374,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Herefordshire, County of","time_period","2022 to 2025","zscore_category","Top 15-30%",,,,,"2022 to 2025",0.519,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Hertfordshire CC","time_period","2022 to 2025","zscore_category","Top 5%",,,,,"2022 to 2025",2.287,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Highland","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.112,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Hillingdon","time_period","2022 to 2025","zscore_category","Top 5%",,,,,"2022 to 2025",1.954,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Hounslow","time_period","2022 to 2025","zscore_category","Top 5%",,,,,"2022 to 2025",1.885,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Inverclyde","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.097,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Isle of Anglesey","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.158,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Isle of Wight","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.249,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Islington","time_period","2022 to 2025","zscore_category","Top 5-15%",,,,,"2022 to 2025",1.148,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Kensington and Chelsea","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.314,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Kent","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.496,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Kingston upon Hull, City of","time_period","2022 to 2025","zscore_category","Bottom 5%",,,,,"2022 to 2025",-1.768,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","Kingston upon Thames","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.409,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Kirklees","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.029,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Knowsley","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.011,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Lambeth","time_period","2022 to 2025","zscore_category","Top 5-15%",,,,,"2022 to 2025",1.204,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Lancashire","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.319,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Leeds","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.241,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Leicester","time_period","2022 to 2025","zscore_category","Top 15-30%",,,,,"2022 to 2025",0.919,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Leicestershire CC","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.03,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Lewisham","time_period","2022 to 2025","zscore_category","Top 5%",,,,,"2022 to 2025",2.073,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Lincolnshire CC","time_period","2022 to 2025","zscore_category","Bottom 15-5%",,,,,"2022 to 2025",-1.365,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Liverpool","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.027,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Luton","time_period","2022 to 2025","zscore_category","Top 5-15%",,,,,"2022 to 2025",1.28,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Manchester","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.374,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Medway","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.85,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Merthyr Tydfil","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.113,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Merton","time_period","2022 to 2025","zscore_category","Top 15-30%",,,,,"2022 to 2025",0.905,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Middlesbrough","time_period","2022 to 2025","zscore_category","Bottom 15-5%",,,,,"2022 to 2025",-1.01,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Midlothian","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.722,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Milton Keynes","time_period","2022 to 2025","zscore_category","Top 5%",,,,,"2022 to 2025",1.701,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Monmouthshire","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.483,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Moray","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.492,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Na h-Eileanan Siar","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.46,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Neath Port Talbot","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.428,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Newcastle upon Tyne","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.621,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Newham","time_period","2022 to 2025","zscore_category","Top 5%",,,,,"2022 to 2025",1.592,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Newport","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.534,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","North Ayrshire mainland","time_period","2022 to 2025","zscore_category","Bottom 5%",,,,,"2022 to 2025",-1.611,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","North East Lincolnshire","time_period","2022 to 2025","zscore_category","Bottom 5%",,,,,"2022 to 2025",-1.812,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","North Lanarkshire","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","North Lincolnshire","time_period","2022 to 2025","zscore_category","Bottom 15-5%",,,,,"2022 to 2025",-1.275,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","North Northamptonshire","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.484,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","North Somerset","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.145,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","North Tyneside","time_period","2022 to 2025","zscore_category","Bottom 5%",,,,,"2022 to 2025",-2.077,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","North Yorkshire CC","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.744,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Northern Ireland","time_period","2022 to 2025","zscore_category","Bottom 5%",,,,,"2022 to 2025",-2.499,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","Northumberland","time_period","2022 to 2025","zscore_category","Bottom 15-5%",,,,,"2022 to 2025",-1.485,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Norwich and Norfolk","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.02,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Nottingham","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.225,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Nottinghamshire","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.598,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Oldham","time_period","2022 to 2025","zscore_category","Bottom 15-5%",,,,,"2022 to 2025",-1.067,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Orkney Islands","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.347,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Oxfordshire CC","time_period","2022 to 2025","zscore_category","Top 5%",,,,,"2022 to 2025",1.844,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Pembrokeshire","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.248,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Perth and Kinross","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.037,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Peterborough","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.009,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Plymouth","time_period","2022 to 2025","zscore_category","Bottom 15-5%",,,,,"2022 to 2025",-1.025,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Portsmouth","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.568,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Powys","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.227,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Reading","time_period","2022 to 2025","zscore_category","Top 5-15%",,,,,"2022 to 2025",1.348,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Redbridge","time_period","2022 to 2025","zscore_category","Top 5%",,,,,"2022 to 2025",1.814,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Redcar and Cleveland","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.562,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Renfrewshire","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.443,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Rhondda Cynon Taf","time_period","2022 to 2025","zscore_category","Bottom 5%",,,,,"2022 to 2025",-1.51,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","Richmond upon Thames","time_period","2022 to 2025","zscore_category","Top 5%",,,,,"2022 to 2025",1.73,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Rochdale","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.417,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Rotherham","time_period","2022 to 2025","zscore_category","Bottom 5%",,,,,"2022 to 2025",-1.815,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","Rutland","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.075,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Salford","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.086,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Sandwell","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.865,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Scottish Borders","time_period","2022 to 2025","zscore_category","Bottom 5%",,,,,"2022 to 2025",-1.685,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","Sefton","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.429,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Sheffield","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.319,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Shetland Islands","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.326,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Shropshire","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.046,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Slough","time_period","2022 to 2025","zscore_category","Top 5%",,,,,"2022 to 2025",1.702,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Solihull","time_period","2022 to 2025","zscore_category","Top 15-30%",,,,,"2022 to 2025",0.859,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Somerset CC","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.494,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","South Ayrshire","time_period","2022 to 2025","zscore_category","Bottom 5%",,,,,"2022 to 2025",-1.886,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","South Gloucestershire","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.001,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","South Lanarkshire","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.303,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","South Tyneside","time_period","2022 to 2025","zscore_category","Bottom 15-5%",,,,,"2022 to 2025",-1.422,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Southampton","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.14,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Southend-on-Sea","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.035,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Southwark","time_period","2022 to 2025","zscore_category","Top 5%",,,,,"2022 to 2025",1.878,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","St Helens","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.027,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Staffordshire CC","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.273,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Stirling","time_period","2022 to 2025","zscore_category","Bottom 15-5%",,,,,"2022 to 2025",-1.039,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Stockport","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.169,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Stockton-on-Tees","time_period","2022 to 2025","zscore_category","Bottom 15-5%",,,,,"2022 to 2025",-1.391,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Stoke-on-Trent","time_period","2022 to 2025","zscore_category","Top 15-30%",,,,,"2022 to 2025",0.971,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Suffolk CC","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.313,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Sunderland","time_period","2022 to 2025","zscore_category","Bottom 15-5%",,,,,"2022 to 2025",-1.348,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Surrey","time_period","2022 to 2025","zscore_category","Top 5%",,,,,"2022 to 2025",1.55,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Sutton","time_period","2022 to 2025","zscore_category","Top 15-30%",,,,,"2022 to 2025",0.615,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Swansea","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.259,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Swindon","time_period","2022 to 2025","zscore_category","Bottom 30-15%",,,,,"2022 to 2025",-0.894,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Tameside","time_period","2022 to 2025","zscore_category","Bottom 15-5%",,,,,"2022 to 2025",-1.375,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Telford and Wrekin","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",-0.362,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Thurrock","time_period","2022 to 2025","zscore_category","30-70%",,,,,"2022 to 2025",0.001,,,,"z-score",,4
