"Ind_code","Ind_name","Area_type","Area_code","Area_name","Time_period","SEB","Age","Sex","Category_type","Category","Category_type2","Category2","Value","Sample_size","LCI","UCI","SE","Unit","Value_note"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",1991,"Working","28-37","Total","Occupational class","Professional",,,22.39,6868,21.93,22.86,0.237244897959184,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",1991,"Working","28-37","Men","Occupational class","Professional",,,24.63,4027,23.98,25.3,0.336734693877551,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",1991,"Working","28-37","Women","Occupational class","Professional",,,19.84,2841,19.19,20.5,0.334183673469387,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2001,"Working","28-37","Total","Occupational class","Professional",,,31.31,8954,30.78,31.85,0.272959183673469,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2001,"Working","28-37","Men","Occupational class","Professional",,,33,4593,32.22,33.79,0.400510204081633,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2001,"Working","28-37","Women","Occupational class","Professional",,,29.71,4361,28.98,30.46,0.377551020408163,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2011,"Working","28-37","Total","Occupational class","Professional",,,35.18,6308,34.48,35.88,0.357142857142859,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2011,"Working","28-37","Men","Occupational class","Professional",,,34.41,3021,33.42,35.42,0.510204081632653,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2011,"Working","28-37","Women","Occupational class","Professional",,,35.92,3287,34.93,36.91,0.505102040816326,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2021,"Working","28-37","Total","Occupational class","Professional",,,37.08,7486,36.41,37.75,0.341836734693878,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2021,"Working","28-37","Men","Occupational class","Professional",,,35.58,3474,34.63,36.54,0.487244897959183,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2021,"Working","28-37","Women","Occupational class","Professional",,,38.48,4012,37.54,39.42,0.479591836734695,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2001,"Working","38-47","Total","Occupational class","Professional",,,31.05,9731,30.54,31.56,0.260204081632653,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2001,"Working","38-47","Men","Occupational class","Professional",,,34.16,5316,33.41,34.91,0.38265306122449,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2001,"Working","38-47","Women","Occupational class","Professional",,,27.98,4415,27.28,28.69,0.35969387755102,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2011,"Working","38-47","Total","Occupational class","Professional",,,32.41,9223,31.87,32.96,0.278061224489796,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2011,"Working","38-47","Men","Occupational class","Professional",,,33.34,4633,32.56,34.13,0.400510204081633,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2011,"Working","38-47","Women","Occupational class","Professional",,,31.52,4590,30.77,32.28,0.385204081632653,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2021,"Working","38-47","Total","Occupational class","Professional",,,40.01,7554,39.31,40.71,0.357142857142857,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2021,"Working","38-47","Men","Occupational class","Professional",,,39.2,3627,38.21,40.21,0.510204081632653,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2021,"Working","38-47","Women","Occupational class","Professional",,,40.78,3927,39.8,41.77,0.502551020408165,"Percentage","Upward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",1991,"Professional","28-37","Total","Occupational class","Working",,,21.13,2866,20.45,21.83,0.35204081632653,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",1991,"Professional","28-37","Men","Occupational class","Working",,,20.23,1426,19.3,21.19,0.482142857142857,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",1991,"Professional","28-37","Women","Occupational class","Working",,,22.11,1440,21.11,23.14,0.517857142857143,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2001,"Professional","28-37","Total","Occupational class","Working",,,22,3887,21.39,22.62,0.313775510204082,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2001,"Professional","28-37","Men","Occupational class","Working",,,21.92,1910,21.05,22.8,0.446428571428571,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2001,"Professional","28-37","Women","Occupational class","Working",,,22.08,1977,21.23,22.96,0.441326530612245,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2011,"Professional","28-37","Total","Occupational class","Working",,,16.14,2429,15.56,16.74,0.301020408163265,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2011,"Professional","28-37","Men","Occupational class","Working",,,18,1346,17.14,18.9,0.448979591836734,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2011,"Professional","28-37","Women","Occupational class","Working",,,14.31,1083,13.53,15.12,0.405612244897959,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2021,"Professional","28-37","Total","Occupational class","Working",,,17.69,3427,17.15,18.23,0.275510204081633,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2021,"Professional","28-37","Men","Occupational class","Working",,,20.04,1921,19.25,20.86,0.410714285714286,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2021,"Professional","28-37","Women","Occupational class","Working",,,15.38,1506,14.68,16.12,0.367346938775511,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2001,"Professional","38-47","Total","Occupational class","Working",,,20.29,2756,19.62,20.98,0.346938775510204,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2001,"Professional","38-47","Men","Occupational class","Working",,,18.42,1249,17.51,19.37,0.474489795918367,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2001,"Professional","38-47","Women","Occupational class","Working",,,22.16,1507,21.18,23.17,0.50765306122449,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2011,"Professional","38-47","Total","Occupational class","Working",,,17.65,3107,17.09,18.23,0.290816326530612,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2011,"Professional","38-47","Men","Occupational class","Working",,,18.32,1590,17.51,19.15,0.418367346938775,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2011,"Professional","38-47","Women","Occupational class","Working",,,17.01,1517,16.24,17.81,0.400510204081633,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2021,"Professional","38-47","Total","Occupational class","Working",,,14.06,2210,13.52,14.61,0.278061224489796,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2021,"Professional","38-47","Men","Occupational class","Working",,,15.24,1193,14.46,16.06,0.408163265306122,"Percentage","Downward"
"MO11","Absolute occupational mobility","National","K02000001","United Kingdom",2021,"Professional","38-47","Women","Occupational class","Working",,,12.88,1017,12.16,13.65,0.380102040816327,"Percentage","Downward"
