"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window","background_label"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","profession","Higher professional",,,"2014-2025",20.342,17.169,23.843,561,"Average","3-year moving average","2014 to 2016","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","profession","Higher professional",,,"2014-2025",21.052,18.037,24.504,579,"Average","3-year moving average","2015 to 2017","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","profession","Higher professional",,,"2014-2025",24.15,20.916,27.628,561,"Average","3-year moving average","2016 to 2018","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","profession","Higher professional",,,"2014-2025",24.75,21.542,28.16,574,"Average","3-year moving average","2017 to 2019","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","profession","Higher professional",,,"2014-2025",25.871,22.757,29.35,528,"Average","3-year moving average","2018 to 2020","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","profession","Higher professional",,,"2014-2025",25.864,22.72,29.167,545,"Average","3-year moving average","2019 to 2021","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","profession","Higher professional",,,"2014-2025",28.49,25.234,31.828,498,"Average","3-year moving average","2020 to 2022","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","profession","Higher professional",,,"2014-2025",30.706,27.372,34.269,426,"Average","3-year moving average","2021 to 2023","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","profession","Higher professional",,,"2014-2025",30.974,27.589,34.635,357,"Average","3-year moving average","2022 to 2024","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher professional","profession","Higher professional",,,"2014-2025",31.072,27.666,34.602,399,"Average","3-year moving average","2023 to 2025","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","profession","Lower professional",,,"2014-2025",33.637,29.828,37.625,561,"Average","3-year moving average","2014 to 2016","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","profession","Lower professional",,,"2014-2025",33.238,29.664,37.102,579,"Average","3-year moving average","2015 to 2017","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","profession","Lower professional",,,"2014-2025",32.334,28.854,36.18,561,"Average","3-year moving average","2016 to 2018","Higher professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","profession","Lower professional",,,"2014-2025",34.741,31.152,38.436,574,"Average","3-year moving average","2017 to 2019","Higher professional background"
