ind_code,ind_name,area_type,area_code,area_name,time_period,seb,age,sex,category_type,category,category_type2,category2,value,sample_size,lci,uci,se,unit,value_note
IN14,Skills at age 15,NA,NA,OECD,2022,NA,15,NA,test,science,NA,NA,484.6466145,NA,NA,NA,NA,score,Averages for age 15 years PISA scale
IN14,Skills at age 15,NA,NA,UK,2022,NA,15,NA,test,science,NA,NA,499.6702139,NA,NA,NA,NA,score,Averages for age 15 years PISA scale
IN14,Skills at age 15,NA,NA,OECD,2018,NA,15,NA,test,science,NA,NA,486.7402743,NA,NA,NA,NA,score,Averages for age 15 years PISA scale
IN14,Skills at age 15,NA,NA,UK,2018,NA,15,NA,test,science,NA,NA,504.6674736,NA,NA,NA,NA,score,Averages for age 15 years PISA scale
IN14,Skills at age 15,NA,NA,OECD,2015,NA,15,NA,test,science,NA,NA,488.7580445,NA,NA,NA,NA,score,Averages for age 15 years PISA scale
IN14,Skills at age 15,NA,NA,UK,2015,NA,15,NA,test,science,NA,NA,509.2215029,NA,NA,NA,NA,score,Averages for age 15 years PISA scale
IN14,Skills at age 15,NA,NA,OECD,2012,NA,15,NA,test,science,NA,NA,496.4405107,NA,NA,NA,NA,score,Averages for age 15 years PISA scale
IN14,Skills at age 15,NA,NA,UK,2012,NA,15,NA,test,science,NA,NA,514.129322,NA,NA,NA,NA,score,Averages for age 15 years PISA scale
IN14,Skills at age 15,NA,NA,OECD,2009,NA,15,NA,test,science,NA,NA,497.7225644,NA,NA,NA,NA,score,Averages for age 15 years PISA scale
IN14,Skills at age 15,NA,NA,UK,2009,NA,15,NA,test,science,NA,NA,513.7102399,NA,NA,NA,NA,score,Averages for age 15 years PISA scale
IN14,Skills at age 15,NA,NA,OECD,2006,NA,15,NA,test,science,NA,NA,494.8049175,NA,NA,NA,NA,score,Averages for age 15 years PISA scale
IN14,Skills at age 15,NA,NA,UK,2006,NA,15,NA,test,science,NA,NA,514.7735479,NA,NA,NA,NA,score,Averages for age 15 years PISA scale
IN14,Skills at age 15,NA,NA,OECD,2003,NA,15,NA,test,science,NA,NA,NA,NA,NA,NA,NA,score,Averages for age 15 years PISA scale
IN14,Skills at age 15,NA,NA,UK,2003,NA,15,NA,test,science,NA,NA,NA,NA,NA,NA,NA,score,Averages for age 15 years PISA scale
