"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Intermediate",,,,,"2014-2025",17.735,16.393,19.077,123,"Average","3-year moving average","2022 to 2024"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Intermediate",,,,,"2014-2025",17.557,16.33,18.784,154,"Average","3-year moving average","2023 to 2025"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher working",,,,,"2014-2025",14.521,13.412,15.631,237,"Average","3-year moving average","2014 to 2016"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher working",,,,,"2014-2025",14.919,13.798,16.04,192,"Average","3-year moving average","2015 to 2017"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher working",,,,,"2014-2025",14.756,13.837,15.674,155,"Average","3-year moving average","2016 to 2018"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher working",,,,,"2014-2025",15.378,14.316,16.441,147,"Average","3-year moving average","2017 to 2019"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher working",,,,,"2014-2025",15.855,14.751,16.959,128,"Average","3-year moving average","2018 to 2020"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher working",,,,,"2014-2025",16.062,14.711,17.413,128,"Average","3-year moving average","2019 to 2021"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher working",,,,,"2014-2025",16.237,14.824,17.649,87,"Average","3-year moving average","2020 to 2022"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher working",,,,,"2014-2025",15.932,14.359,17.504,51,"Average","3-year moving average","2021 to 2023"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher working",,,,,"2014-2025",16.37,14.926,17.815,96,"Average","3-year moving average","2022 to 2024"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher working",,,,,"2014-2025",16.384,14.966,17.802,97,"Average","3-year moving average","2023 to 2025"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Lower working",,,,,"2014-2025",13.295,12.471,14.12,164,"Average","3-year moving average","2014 to 2016"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Lower working",,,,,"2014-2025",13.331,12.533,14.13,176,"Average","3-year moving average","2015 to 2017"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Lower working",,,,,"2014-2025",13.486,12.668,14.305,135,"Average","3-year moving average","2016 to 2018"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Lower working",,,,,"2014-2025",13.675,12.836,14.515,164,"Average","3-year moving average","2017 to 2019"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Lower working",,,,,"2014-2025",14.377,13.193,15.56,75,"Average","3-year moving average","2018 to 2020"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Lower working",,,,,"2014-2025",15.044,13.771,16.318,121,"Average","3-year moving average","2019 to 2021"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Lower working",,,,,"2014-2025",15.265,13.921,16.609,94,"Average","3-year moving average","2020 to 2022"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Lower working",,,,,"2014-2025",14.858,13.781,15.935,62,"Average","3-year moving average","2021 to 2023"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Lower working",,,,,"2014-2025",14.785,13.71,15.859,94,"Average","3-year moving average","2022 to 2024"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Lower working",,,,,"2014-2025",14.731,13.668,15.794,95,"Average","3-year moving average","2023 to 2025"
