"Socio-economic background","Men","","","Women","",""
"","2014 to 2019 (£)","2020 to 2025 (£)","2014 to 2025 (combined) (£)","2014 to 2019 (£)","2020 to 2025 (£)","2014 to 2025 (combined) (£)"
"Higher professional","20.806","21.287","21.074","18.785","19.458","19.159"
"Lower professional","18.757","19.939","19.378","16.983","17.435","17.224"
"Intermediate","16.471","18.143","17.283","15.101","16.643","15.891"
"Higher working","15.735","16.655","16.159","14.089","15.904","14.946"
"Lower working","14.204","16.117","15.094","12.701","13.793","13.248"
