"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher working","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",14.412,11.988,17.196,750,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher working","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",14.354,12.001,17.128,732,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher working","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",14.825,12.427,17.661,697,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher working","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",14.045,11.644,16.963,636,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher working","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",13.05,10.701,15.96,542,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher working","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",10.561,8.239,13.232,469,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher working","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",10.386,8.142,13.283,382,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher working","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",9.414,7.175,12.308,311,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher working","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",9.085,6.804,11.886,267,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher working","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",9.44,7.256,12.378,293,"Average","3-year moving average","2023 to 2025"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher working","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",16.663,14.128,19.651,750,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher working","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",14.692,12.244,17.409,732,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher working","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",14.082,11.686,16.804,697,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher working","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",14.182,11.776,17.117,636,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher working","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",14.919,12.34,17.877,542,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher working","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",14.059,11.446,17.075,469,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher working","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",14.42,11.692,17.555,382,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher working","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",14.966,12.152,18.358,311,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher working","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",17.646,14.605,21.278,267,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher working","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",17.589,14.535,21.096,293,"Average","3-year moving average","2023 to 2025"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher working","highest_qualification","A level and equivalent",,,"2014-2025",32.939,29.517,36.425,750,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher working","highest_qualification","A level and equivalent",,,"2014-2025",33.085,29.792,36.609,732,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher working","highest_qualification","A level and equivalent",,,"2014-2025",33.821,30.5,37.406,697,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher working","highest_qualification","A level and equivalent",,,"2014-2025",33.956,30.463,37.631,636,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher working","highest_qualification","A level and equivalent",,,"2014-2025",32.336,28.838,36.047,542,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher working","highest_qualification","A level and equivalent",,,"2014-2025",31.124,27.532,34.963,469,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher working","highest_qualification","A level and equivalent",,,"2014-2025",28.393,24.835,32.303,382,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher working","highest_qualification","A level and equivalent",,,"2014-2025",26.693,23.023,30.648,311,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher working","highest_qualification","A level and equivalent",,,"2014-2025",23.939,20.396,27.823,267,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher working","highest_qualification","A level and equivalent",,,"2014-2025",24.368,20.859,28.226,293,"Average","3-year moving average","2023 to 2025"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher working","highest_qualification","Further education below degree",,,"2014-2025",7.066,5.369,9.224,750,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher working","highest_qualification","Further education below degree",,,"2014-2025",7.32,5.559,9.399,732,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher working","highest_qualification","Further education below degree",,,"2014-2025",7.242,5.524,9.387,697,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher working","highest_qualification","Further education below degree",,,"2014-2025",7.247,5.437,9.44,636,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher working","highest_qualification","Further education below degree",,,"2014-2025",7.121,5.373,9.44,542,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher working","highest_qualification","Further education below degree",,,"2014-2025",7.503,5.678,10.025,469,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher working","highest_qualification","Further education below degree",,,"2014-2025",7.992,6.031,10.634,382,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher working","highest_qualification","Further education below degree",,,"2014-2025",8.548,6.367,11.279,311,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher working","highest_qualification","Further education below degree",,,"2014-2025",8.567,6.476,11.467,267,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher working","highest_qualification","Further education below degree",,,"2014-2025",8.134,5.978,10.748,293,"Average","3-year moving average","2023 to 2025"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher working","highest_qualification","First degree",,,"2014-2025",22.636,19.645,25.817,749,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher working","highest_qualification","First degree",,,"2014-2025",23.658,20.694,26.87,731,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher working","highest_qualification","First degree",,,"2014-2025",24.103,21.132,27.396,696,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher working","highest_qualification","First degree",,,"2014-2025",24.402,21.237,27.755,635,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher working","highest_qualification","First degree",,,"2014-2025",25.738,22.438,29.189,541,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher working","highest_qualification","First degree",,,"2014-2025",28.054,24.594,31.811,469,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher working","highest_qualification","First degree",,,"2014-2025",29.063,25.489,33.009,382,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher working","highest_qualification","First degree",,,"2014-2025",27.401,23.772,31.472,310,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher working","highest_qualification","First degree",,,"2014-2025",25.984,22.351,29.98,267,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher working","highest_qualification","First degree",,,"2014-2025",25.731,22.244,29.75,293,"Average","3-year moving average","2023 to 2025"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher working","highest_qualification","Higher degree",,,"2014-2025",6.223,4.659,8.312,750,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher working","highest_qualification","Higher degree",,,"2014-2025",6.803,5.212,8.959,732,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher working","highest_qualification","Higher degree",,,"2014-2025",5.764,4.244,7.74,697,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher working","highest_qualification","Higher degree",,,"2014-2025",6.03,4.44,8.149,636,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher working","highest_qualification","Higher degree",,,"2014-2025",6.727,4.985,8.94,542,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher working","highest_qualification","Higher degree",,,"2014-2025",8.661,6.666,11.28,469,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher working","highest_qualification","Higher degree",,,"2014-2025",9.706,7.534,12.531,382,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher working","highest_qualification","Higher degree",,,"2014-2025",12.935,10.306,16.16,311,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher working","highest_qualification","Higher degree",,,"2014-2025",14.78,12.018,18.258,267,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher working","highest_qualification","Higher degree",,,"2014-2025",14.737,12.016,18.16,293,"Average","3-year moving average","2023 to 2025"
