"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",6.009,4.253,8.291,561,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",6.364,4.69,8.664,579,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",6.235,4.61,8.519,561,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",5.662,4.036,7.661,574,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",5.406,3.886,7.382,528,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",4.677,3.267,6.464,545,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",4.477,3.111,6.224,498,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",4.122,2.789,5.862,426,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",5.38,3.871,7.418,357,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",5.811,4.231,7.831,399,"Average","3-year moving average","2023 to 2025"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014-2025",17.166,14.315,20.595,561,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014-2025",17.899,15.115,21.214,579,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014-2025",18.119,15.285,21.351,561,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014-2025",18.547,15.72,21.701,574,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014-2025",17.452,14.737,20.469,528,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014-2025",17.071,14.507,20.082,545,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014-2025",15.503,13.064,18.397,498,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014-2025",14.912,12.379,17.741,426,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014-2025",13.852,11.381,16.689,357,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014-2025",14.676,12.19,17.538,399,"Average","3-year moving average","2023 to 2025"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014-2025",6.018,4.253,8.291,561,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014-2025",6.112,4.423,8.31,579,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014-2025",6.875,5.14,9.211,561,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014-2025",6.31,4.665,8.492,574,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014-2025",6.293,4.614,8.343,528,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014-2025",5.645,4.191,7.701,545,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014-2025",5.511,4.019,7.447,498,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014-2025",4.203,2.905,6.024,426,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014-2025",4.017,2.775,5.912,357,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014-2025",3.485,2.342,5.236,399,"Average","3-year moving average","2023 to 2025"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","highest_qualification","First degree",,,"2014-2025",44.27,40.144,48.329,561,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","highest_qualification","First degree",,,"2014-2025",42.212,38.404,46.197,578,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","highest_qualification","First degree",,,"2014-2025",42.186,38.429,46.149,561,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","highest_qualification","First degree",,,"2014-2025",42.596,38.909,46.469,574,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","highest_qualification","First degree",,,"2014-2025",43.609,39.942,47.38,528,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","highest_qualification","First degree",,,"2014-2025",43.876,40.275,47.562,545,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","highest_qualification","First degree",,,"2014-2025",47.21,43.56,50.839,498,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","highest_qualification","First degree",,,"2014-2025",48.079,44.39,51.844,426,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","highest_qualification","First degree",,,"2014-2025",48.197,44.459,52.062,357,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher professional","highest_qualification","First degree",,,"2014-2025",45.89,42.274,49.731,398,"Average","3-year moving average","2023 to 2025"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","highest_qualification","Higher degree",,,"2014-2025",22.037,18.767,25.634,561,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","highest_qualification","Higher degree",,,"2014-2025",23.757,20.542,27.279,579,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","highest_qualification","Higher degree",,,"2014-2025",23.579,20.479,27.149,561,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","highest_qualification","Higher degree",,,"2014-2025",24.344,21.123,27.702,574,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","highest_qualification","Higher degree",,,"2014-2025",24.523,21.408,27.883,528,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","highest_qualification","Higher degree",,,"2014-2025",25.628,22.59,29.026,545,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","highest_qualification","Higher degree",,,"2014-2025",24.382,21.387,27.674,498,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","highest_qualification","Higher degree",,,"2014-2025",25.72,22.53,29.069,426,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","highest_qualification","Higher degree",,,"2014-2025",25.262,22.011,28.635,357,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Higher professional","highest_qualification","Higher degree",,,"2014-2025",26.786,23.602,30.25,399,"Average","3-year moving average","2023 to 2025"
