"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Total","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",12.895,11.827,14.017,3684,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Total","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",12.056,11.049,13.154,3594,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Total","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",11.941,10.922,13.031,3409,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Total","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",11.186,10.21,12.26,3323,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Total","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",10.023,9.091,11.058,2899,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Total","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",8.999,8.094,9.976,2773,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Total","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",8.133,7.258,9.076,2395,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Total","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",8.258,7.373,9.248,2044,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Total","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",7.65,6.781,8.601,1754,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Total","highest_qualification","Lower level (below CSE grade 1)",,,"2014-2025",7.7,6.851,8.646,1932,"Average","3-year moving average","2023 to 2025"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Total","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",13.03,11.958,14.158,3684,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Total","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",12.448,11.406,13.539,3594,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Total","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",11.996,10.974,13.086,3409,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Total","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",11.643,10.647,12.732,3323,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Total","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",11.067,10.078,12.13,2899,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Total","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",10.256,9.294,11.288,2773,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Total","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",10.763,9.786,11.845,2395,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Total","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",11.691,10.632,12.813,2044,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Total","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",12.781,11.681,13.958,1754,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Total","highest_qualification","O level, GCSE and equivalent",,,"2014-2025",12.426,11.371,13.584,1932,"Average","3-year moving average","2023 to 2025"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Total","highest_qualification","A level and equivalent",,,"2014-2025",26.799,25.379,28.264,3684,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Total","highest_qualification","A level and equivalent",,,"2014-2025",26.807,25.4,28.253,3594,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Total","highest_qualification","A level and equivalent",,,"2014-2025",27.427,25.993,28.882,3409,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Total","highest_qualification","A level and equivalent",,,"2014-2025",27.234,25.819,28.701,3323,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Total","highest_qualification","A level and equivalent",,,"2014-2025",26.151,24.733,27.595,2899,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Total","highest_qualification","A level and equivalent",,,"2014-2025",25.269,23.885,26.728,2773,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Total","highest_qualification","A level and equivalent",,,"2014-2025",23.699,22.318,25.129,2395,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Total","highest_qualification","A level and equivalent",,,"2014-2025",22.04,20.673,23.478,2044,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Total","highest_qualification","A level and equivalent",,,"2014-2025",20.66,19.311,22.066,1754,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2025,"seb","Total","highest_qualification","A level and equivalent",,,"2014-2025",20.857,19.524,22.241,1932,"Average","3-year moving average","2023 to 2025"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Total","highest_qualification","Further education below degree",,,"2014-2025",6.964,6.18,7.852,3684,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Total","highest_qualification","Further education below degree",,,"2014-2025",6.875,6.09,7.732,3594,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Total","highest_qualification","Further education below degree",,,"2014-2025",6.962,6.187,7.851,3409,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Total","highest_qualification","Further education below degree",,,"2014-2025",7.247,6.456,8.149,3323,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Total","highest_qualification","Further education below degree",,,"2014-2025",7.187,6.383,8.079,2899,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Total","highest_qualification","Further education below degree",,,"2014-2025",6.788,5.995,7.653,2773,"Average","3-year moving average","2019 to 2021"
