"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note"
"in35","Income returns to education","disability","K02000001","country","United Kingdom","edu","Higher degree","disability","Disabled",,,,,"2014-2025",16.907,15.436,18.517,161,"Pounds","Mean hourly earnings"
"in35","Income returns to education","disability","K02000001","country","United Kingdom","edu","Higher degree","disability","Not disabled",,,,,"2014-2025",17.234,16.69,17.795,1217,"Pounds","Mean hourly earnings"
"in35","Income returns to education","disability","K02000001","country","United Kingdom","edu","First degree","disability","Disabled",,,,,"2014-2025",14.437,13.387,15.569,363,"Pounds","Mean hourly earnings"
"in35","Income returns to education","disability","K02000001","country","United Kingdom","edu","First degree","disability","Not disabled",,,,,"2014-2025",15.726,15.303,16.16,2972,"Pounds","Mean hourly earnings"
"in35","Income returns to education","disability","K02000001","country","United Kingdom","edu","Further education below degree","disability","Disabled",,,,,"2014-2025",12.253,11.042,13.596,87,"Pounds","Mean hourly earnings"
"in35","Income returns to education","disability","K02000001","country","United Kingdom","edu","Further education below degree","disability","Not disabled",,,,,"2014-2025",13.72,13.178,14.283,576,"Pounds","Mean hourly earnings"
"in35","Income returns to education","disability","K02000001","country","United Kingdom","edu","A level and equivalent","disability","Disabled",,,,,"2014-2025",12.166,11.31,13.086,291,"Pounds","Mean hourly earnings"
"in35","Income returns to education","disability","K02000001","country","United Kingdom","edu","A level and equivalent","disability","Not disabled",,,,,"2014-2025",12.67,12.333,13.017,2073,"Pounds","Mean hourly earnings"
"in35","Income returns to education","disability","K02000001","country","United Kingdom","edu","O level, GCSE and equivalent","disability","Disabled",,,,,"2014-2025",11.343,10.351,12.431,124,"Pounds","Mean hourly earnings"
"in35","Income returns to education","disability","K02000001","country","United Kingdom","edu","O level, GCSE and equivalent","disability","Not disabled",,,,,"2014-2025",12.159,11.754,12.578,799,"Pounds","Mean hourly earnings"
"in35","Income returns to education","disability","K02000001","country","United Kingdom","edu","Lower level (below CSE grade 1)","disability","Disabled",,,,,"2014-2025",10.867,9.626,12.268,57,"Pounds","Mean hourly earnings"
"in35","Income returns to education","disability","K02000001","country","United Kingdom","edu","Lower level (below CSE grade 1)","disability","Not disabled",,,,,"2014-2025",10.732,10.32,11.161,535,"Pounds","Mean hourly earnings"
